 Trial_Robit               SWAT+ Oct 10 2019    MODULAR Rev 2019.60.1                                     
  jday   mon   day    yr    unit  gis_id     name         grzn        grzp        lab_min_p        act_sta_p            fertn            fertp             fixn            denit        act_nit_n        act_sta_n        org_lab_p     rsd_nitorg_n     rsd_laborg_p          no3atmo          nh4atmo
                                                          kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha
   365    12    31  1991       1      10  rtu010                 0.000       0.000       1.309      -0.865       0.000       0.000            0.000          112.633          268.325            2.405           20.777            1.749            0.279            0.000            0.000
   365    12    31  1991       2      20  rtu020                 0.000       0.000       1.341      -0.861       0.000       0.000            0.000          128.947          269.870            2.400           20.894            1.751            0.274            0.000            0.000
   365    12    31  1991       3      30  rtu030                 0.000       0.000       1.324      -0.861       0.000       0.000            0.000          130.969          270.092            2.400           20.911            1.750            0.283            0.000            0.000
   365    12    31  1991       4      40  rtu040                 0.000       0.000       1.325      -0.861       0.000       0.000            0.000          131.067          270.099            2.400           20.912            1.750            0.283            0.000            0.000
   365    12    31  1991       5      50  rtu050                 0.000       0.000       1.323      -0.861       0.000       0.000            0.000          132.027          270.189            2.400           20.919            1.750            0.280            0.000            0.000
   365    12    31  1991       6      60  rtu060                 0.000       0.000       1.330      -0.861       0.000       0.000            0.000          130.931          270.076            2.400           20.910            1.750            0.281            0.000            0.000
   365    12    31  1991       7      70  rtu070                 0.000       0.000       1.317      -0.861       0.000       0.000            0.000          131.880          270.191            2.401           20.919            1.750            0.277            0.000            0.000
   365    12    31  1991       8      80  rtu080                 0.000       0.000       1.330      -0.861       0.000       0.000            0.000          131.491          270.127            2.400           20.914            1.749            0.273            0.000            0.000
   365    12    31  1991       9      90  rtu090                 0.000       0.000       1.329      -0.861       0.000       0.000            0.000          130.757          270.062            2.400           20.909            1.750            0.281            0.000            0.000
   365    12    31  1991      10     100  rtu100                 0.000       0.000       1.337      -0.856       0.000       0.000            0.000          135.751          270.506            2.399           20.942            1.750            0.281            0.000            0.000
   365    12    31  1991      11     110  rtu110                 0.000       0.000       1.303      -0.867       0.000       0.000            0.000          107.063          267.768            2.406           20.735            1.749            0.283            0.000            0.000
   365    12    31  1991      12     120  rtu120                 0.000       0.000       1.306      -0.865       0.000       0.000            0.000          112.908          268.364            2.405           20.780            1.750            0.280            0.000            0.000
   365    12    31  1991      13     130  rtu130                 0.000       0.000       1.332      -0.857       0.000       0.000            0.000          130.773          269.863            2.400           20.894            1.724            0.282            0.000            0.000
   365    12    31  1991      14     140  rtu140                 0.000       0.000       1.324      -0.861       0.000       0.000            0.000          131.863          270.173            2.400           20.917            1.749            0.281            0.000            0.000
   365    12    31  1991      15     150  rtu150                 0.000       0.000       1.324      -0.861       0.000       0.000            0.000          131.756          270.163            2.400           20.917            1.750            0.279            0.000            0.000
   365    12    31  1991      16     160  rtu160                 0.000       0.000       1.308      -0.866       0.000       0.000            0.000          112.062          268.265            2.405           20.773            1.749            0.276            0.000            0.000
   365    12    31  1991      17     170  rtu170                 0.000       0.000       0.910      -0.956       0.000       0.000            0.000          120.788          232.603            2.559           18.054            0.952            0.181            0.000            0.000
   365    12    31  1991      18     180  rtu180                 0.000       0.000       1.329      -0.861       0.000       0.000            0.000          130.867          270.073            2.400           20.910            1.750            0.283            0.000            0.000
   365    12    31  1991      19     190  rtu190                 0.000       0.000       1.333      -0.861       0.000       0.000            0.000          130.031          269.989            2.400           20.903            1.752            0.276            0.000            0.000
   365    12    31  1991      20     200  rtu200                 0.000       0.000       1.332      -0.861       0.000       0.000            0.000          130.050          269.991            2.400           20.903            1.753            0.281            0.000            0.000
   365    12    31  1991      21     210  rtu210                 0.000       0.000       1.330      -0.851       0.000       0.000            0.000          138.914          270.787            2.399           20.964            1.750            0.276            0.000            0.000
   365    12    31  1991      22     220  rtu220                 0.000       0.000       1.326      -0.853       0.000       0.000            0.000          137.520          270.675            2.400           20.956            1.750            0.281            0.000            0.000
   365    12    31  1991      23     230  rtu230                 0.000       0.000       1.325      -0.861       0.000       0.000            0.000          131.245          270.116            2.400           20.913            1.753            0.280            0.000            0.000
   365    12    31  1991      24     240  rtu240                 0.000       0.000       1.327      -0.861       0.000       0.000            0.000          130.915          270.082            2.400           20.910            1.751            0.279            0.000            0.000
   365    12    31  1991      25     250  rtu250                 0.000       0.000       1.320      -0.847       0.000       0.000            0.000          140.974          270.979            2.400           20.979            1.749            0.281            0.000            0.000
   365    12    31  1991      26     260  rtu260                 0.000       0.000       0.909      -0.956       0.000       0.000            0.000          120.429          232.536            2.559           18.049            0.952            0.181            0.000            0.000
   365    12    31  1991      27     270  rtu270                 0.000       0.000       0.944      -0.959       0.000       0.000            0.000          107.268          231.342            2.562           17.958            0.951            0.181            0.000            0.000
   365    12    31  1991      28     280  rtu280                 0.000       0.000       1.327      -0.856       0.000       0.000            0.000          135.836          270.536            2.400           20.945            1.751            0.275            0.000            0.000
   365    12    31  1991      29     290  rtu290                 0.000       0.000       1.332      -0.854       0.000       0.000            0.000          136.627          270.592            2.399           20.949            1.750            0.279            0.000            0.000
   365    12    31  1991      30     300  rtu300                 0.000       0.000       1.322      -0.849       0.000       0.000            0.000          140.087          270.903            2.400           20.973            1.752            0.280            0.000            0.000
   365    12    31  1991      31     310  rtu310                 0.000       0.000       1.330      -0.854       0.000       0.000            0.000          136.759          270.606            2.399           20.950            1.753            0.283            0.000            0.000
   365    12    31  1991      32     320  rtu320                 0.000       0.000       1.305      -0.865       0.000       0.000            0.000          113.682          268.451            2.405           20.787            1.749            0.279            0.000            0.000
   365    12    31  1991      33     330  rtu330                 0.000       0.000       1.304      -0.865       0.000       0.000            0.000          112.599          268.335            2.405           20.778            1.750            0.278            0.000            0.000
   365    12    31  1991      34     340  rtu340                 0.000       0.000       1.322      -0.861       0.000       0.000            0.000          132.142          270.202            2.400           20.920            1.752            0.280            0.000            0.000
   365    12    31  1991      35     350  rtu350                 0.000       0.000       1.312      -0.867       0.000       0.000            0.000          107.242          267.769            2.406           20.735            1.750            0.274            0.000            0.000
   365    12    31  1991      36     360  rtu360                 0.000       0.000       1.334      -0.861       0.000       0.000            0.000          129.260          269.916            2.400           20.898            1.749            0.276            0.000            0.000
   365    12    31  1991      37     370  rtu370                 0.000       0.000       1.308      -0.866       0.000       0.000            0.000          111.024          268.145            2.405           20.764            1.751            0.281            0.000            0.000
   365    12    31  1991      38     380  rtu380                 0.000       0.000       1.332      -0.861       0.000       0.000            0.000          130.569          270.038            2.400           20.907            1.750            0.282            0.000            0.000
   365    12    31  1991      39     390  rtu390                 0.000       0.000       1.329      -0.861       0.000       0.000            0.000          130.547          270.045            2.400           20.908            1.753            0.273            0.000            0.000
   365    12    31  1991      40     400  rtu400                 0.000       0.000       1.324      -0.861       0.000       0.000            0.000          130.984          270.094            2.400           20.911            1.752            0.279            0.000            0.000
   365    12    31  1991      41     410  rtu410                 0.000       0.000       1.333      -0.861       0.000       0.000            0.000          129.758          269.961            2.400           20.901            1.752            0.281            0.000            0.000
   365    12    31  1991      42     420  rtu420                 0.000       0.000       1.333      -0.861       0.000       0.000            0.000          129.588          269.947            2.400           20.900            1.750            0.275            0.000            0.000
   365    12    31  1991      43     430  rtu430                 0.000       0.000       0.923      -0.960       0.000       0.000            0.000          100.834          230.650            2.564           17.905            0.951            0.181            0.000            0.000
   365    12    31  1991      44     440  rtu440                 0.000       0.000       1.330      -0.854       0.000       0.000            0.000          136.649          270.597            2.399           20.950            1.749            0.277            0.000            0.000
   365    12    31  1991      45     450  rtu450                 0.000       0.000       1.306      -0.866       0.000       0.000            0.000          111.211          268.171            2.405           20.766            1.749            0.279            0.000            0.000
   365    12    31  1991      46     460  rtu460                 0.000       0.000       1.307      -0.866       0.000       0.000            0.000          111.915          268.250            2.405           20.772            1.748            0.278            0.000            0.000
   365    12    31  1991      47     470  rtu470                 0.000       0.000       1.334      -0.862       0.000       0.000            0.000          129.143          269.903            2.400           20.897            1.750            0.279            0.000            0.000
   365    12    31  1991      48     480  rtu480                 0.000       0.000       1.333      -0.855       0.000       0.000            0.000          136.311          270.563            2.399           20.947            1.750            0.283            0.000            0.000
   365    12    31  1991      49     490  rtu490                 0.000       0.000       1.308      -0.866       0.000       0.000            0.000          109.609          267.983            2.406           20.751            1.750            0.277            0.000            0.000
   365    12    31  1991      50     500  rtu500                 0.000       0.000       1.306      -0.866       0.000       0.000            0.000          112.317          268.296            2.405           20.775            1.749            0.283            0.000            0.000
   365    12    31  1991      51     510  rtu510                 0.000       0.000       1.306      -0.866       0.000       0.000            0.000          110.993          268.146            2.405           20.764            1.749            0.281            0.000            0.000
   365    12    31  1991      52     520  rtu520                 0.000       0.000       1.326      -0.861       0.000       0.000            0.000          131.402          270.127            2.400           20.914            1.753            0.279            0.000            0.000
   365    12    31  1991      53     530  rtu530                 0.000       0.000       3.676       0.487       0.000       0.000            0.000          375.127          408.936            2.331           31.521            1.014            0.192            0.000            0.000
   365    12    31  1991      54     540  rtu540                 0.000       0.000       3.703       0.487       0.000       0.000            0.000          374.707          408.811            2.329           31.510            1.014            0.192            0.000            0.000
   365    12    31  1991      55     550  rtu550                 0.000       0.000       1.315      -0.867       0.000       0.000            0.000          105.343          267.535            2.406           20.717            1.749            0.279            0.000            0.000
   365    12    31  1991      56     560  rtu560                 0.000       0.000       1.309      -0.867       0.000       0.000            0.000          107.371          267.788            2.406           20.736            1.749            0.276            0.000            0.000
   365    12    31  1991      57     570  rtu570                 0.000       0.000       1.305      -0.866       0.000       0.000            0.000          111.914          268.252            2.405           20.772            1.749            0.279            0.000            0.000
   365    12    31  1991      58     580  rtu580                 0.000       0.000       1.310      -0.866       0.000       0.000            0.000          111.331          268.174            2.405           20.766            1.751            0.279            0.000            0.000
   365    12    31  1991      59     590  rtu590                 0.000       0.000       1.322      -0.868       0.000       0.000            0.000          104.855          267.465            2.406           20.711            1.748            0.280            0.000            0.000
   365    12    31  1991      60     600  rtu600                 0.000       0.000       1.328      -0.857       0.000       0.000            0.000          135.805          270.530            2.400           20.945            1.750            0.280            0.000            0.000
   365    12    31  1991      61     610  rtu610                 0.000       0.000       1.329      -0.861       0.000       0.000            0.000          129.858          269.980            2.400           20.903            1.749            0.281            0.000            0.000
   365    12    31  1991      62     620  rtu620                 0.000       0.000       1.309      -0.865       0.000       0.000            0.000          112.834          268.346            2.405           20.779            1.749            0.274            0.000            0.000
   365    12    31  1991      63     630  rtu630                 0.000       0.000       1.334      -0.862       0.000       0.000            0.000          128.845          269.877            2.400           20.895            1.752            0.279            0.000            0.000
   365    12    31  1991      64     640  rtu640                 0.000       0.000       1.317      -0.868       0.000       0.000            0.000          104.465          267.426            2.406           20.709            1.750            0.276            0.000            0.000
   365    12    31  1991      65     650  rtu650                 0.000       0.000       1.308      -0.868       0.000       0.000            0.000          102.071          267.158            2.407           20.688            1.750            0.283            0.000            0.000
   365    12    31  1991      66     660  rtu660                 0.000       0.000       1.308      -0.868       0.000       0.000            0.000          104.980          267.509            2.406           20.715            1.748            0.283            0.000            0.000
   365    12    31  1991      67     670  rtu670                 0.000       0.000       1.313      -0.868       0.000       0.000            0.000          103.671          267.341            2.406           20.702            1.748            0.277            0.000            0.000
   365    12    31  1991      68     680  rtu680                 0.000       0.000       1.305      -0.866       0.000       0.000            0.000          110.062          268.041            2.406           20.756            1.749            0.279            0.000            0.000
   365    12    31  1991      69     690  rtu690                 0.000       0.000       1.329      -0.869       0.000       0.000            0.000          102.293          267.164            2.407           20.689            1.749            0.278            0.000            0.000
   365    12    31  1991      70     700  rtu700                 0.000       0.000       1.313      -0.868       0.000       0.000            0.000          103.002          267.259            2.407           20.696            1.749            0.278            0.000            0.000
   365    12    31  1991      71     710  rtu710                 0.000       0.000       0.923      -0.960       0.000       0.000            0.000           90.162          230.357            2.564           17.883            0.951            0.181            0.000            0.000
   365    12    31  1991      72     720  rtu720                 0.000       0.000       1.313      -0.867       0.000       0.000            0.000          106.677          267.699            2.406           20.729            1.749            0.276            0.000            0.000
   365    12    31  1991      73     730  rtu730                 0.000       0.000       1.329      -0.869       0.000       0.000            0.000          102.391          267.174            2.406           20.689            1.749            0.280            0.000            0.000
   365    12    31  1991      74     740  rtu740                 0.000       0.000       1.319      -0.868       0.000       0.000            0.000          103.404          267.295            2.406           20.698            1.749            0.280            0.000            0.000
   365    12    31  1991      75     750  rtu750                 0.000       0.000       1.304      -0.866       0.000       0.000            0.000          112.257          268.292            2.405           20.775            1.751            0.280            0.000            0.000
   365    12    31  1991      76     760  rtu760                 0.000       0.000       1.306      -0.866       0.000       0.000            0.000          110.973          268.143            2.405           20.763            1.749            0.278            0.000            0.000
   365    12    31  1991      77     770  rtu770                 0.000       0.000       1.312      -0.868       0.000       0.000            0.000          102.896          267.248            2.407           20.695            1.748            0.279            0.000            0.000
   365    12    31  1991      78     780  rtu780                 0.000       0.000       1.334      -0.862       0.000       0.000            0.000          129.138          269.903            2.400           20.897            1.752            0.279            0.000            0.000
   365    12    31  1991      79     790  rtu790                 0.000       0.000       1.311      -0.866       0.000       0.000            0.000          110.186          268.043            2.405           20.756            1.752            0.276            0.000            0.000
   365    12    31  1991      80     800  rtu800                 0.000       0.000       1.317      -0.867       0.000       0.000            0.000          106.162          267.629            2.406           20.724            1.749            0.277            0.000            0.000
   365    12    31  1991      81     810  rtu810                 0.000       0.000       1.318      -0.861       0.000       0.000            0.000          131.903          270.189            2.401           20.919            1.750            0.275            0.000            0.000
   365    12    31  1991      82     820  rtu820                 0.000       0.000       1.302      -0.867       0.000       0.000            0.000          105.883          267.628            2.407           20.724            1.749            0.279            0.000            0.000
   365    12    31  1991      83     830  rtu830                 0.000       0.000       1.309      -0.866       0.000       0.000            0.000          110.761          268.111            2.405           20.761            1.750            0.278            0.000            0.000
   365    12    31  1991      84     840  rtu840                 0.000       0.000       1.306      -0.866       0.000       0.000            0.000          111.363          268.185            2.405           20.767            1.749            0.274            0.000            0.000
   365    12    31  1991      85     850  rtu850                 0.000       0.000       1.308      -0.866       0.000       0.000            0.000          111.300          268.173            2.405           20.766            1.749            0.280            0.000            0.000
   365    12    31  1991      86     860  rtu860                 0.000       0.000       1.308      -0.866       0.000       0.000            0.000          111.701          268.220            2.405           20.769            1.750            0.280            0.000            0.000
   365    12    31  1991      87     870  rtu870                 0.000       0.000       1.307      -0.866       0.000       0.000            0.000          112.211          268.279            2.405           20.774            1.751            0.281            0.000            0.000
   365    12    31  1991      88     880  rtu880                 0.000       0.000       1.311      -0.867       0.000       0.000            0.000          107.554          267.805            2.406           20.738            1.750            0.278            0.000            0.000
   365    12    31  1991      89     890  rtu890                 0.000       0.000       1.305      -0.866       0.000       0.000            0.000          111.162          268.164            2.405           20.765            1.750            0.285            0.000            0.000
   365    12    31  1991      90     900  rtu900                 0.000       0.000       1.310      -0.866       0.000       0.000            0.000          109.733          267.991            2.405           20.752            1.751            0.279            0.000            0.000
   365    12    31  1991      91     910  rtu910                 0.000       0.000       1.305      -0.866       0.000       0.000            0.000          111.860          268.244            2.405           20.771            1.750            0.280            0.000            0.000
   366    12    31  1992       1      10  rtu010                 0.000       0.000       2.474       0.238       0.000       0.000            0.000          136.981          274.249            1.386           20.953            0.120            0.013            0.000            0.000
   366    12    31  1992       2      20  rtu020                 0.000       0.000       2.656       0.277       0.000       0.000            0.000          215.224          278.372            1.365           21.255            0.120            0.012            0.000            0.000
   366    12    31  1992       3      30  rtu030                 0.000       0.000       2.555       0.281       0.000       0.000            0.000          222.297          279.330            1.369           21.330            0.120            0.014            0.000            0.000
   366    12    31  1992       4      40  rtu040                 0.000       0.000       2.560       0.281       0.000       0.000            0.000          222.639          279.357            1.369           21.332            0.120            0.014            0.000            0.000
   366    12    31  1992       5      50  rtu050                 0.000       0.000       2.547       0.282       0.000       0.000            0.000          226.136          279.790            1.369           21.364            0.120            0.013            0.000            0.000
   366    12    31  1992       6      60  rtu060                 0.000       0.000       2.592       0.281       0.000       0.000            0.000          222.137          279.216            1.367           21.320            0.120            0.013            0.000            0.000
   366    12    31  1992       7      70  rtu070                 0.000       0.000       2.496       0.283       0.000       0.000            0.000          225.646          279.853            1.372           21.371            0.120            0.013            0.000            0.000
   366    12    31  1992       8      80  rtu080                 0.000       0.000       2.591       0.282       0.000       0.000            0.000          224.139          279.457            1.367           21.338            0.120            0.012            0.000            0.000
   366    12    31  1992       9      90  rtu090                 0.000       0.000       2.585       0.280       0.000       0.000            0.000          221.532          279.178            1.368           21.317            0.120            0.013            0.000            0.000
   366    12    31  1992      10     100  rtu100                 0.000       0.000       2.636       0.289       0.000       0.000            0.000          238.354          281.070            1.363           21.458            0.120            0.013            0.000            0.000
   366    12    31  1992      11     110  rtu110                 0.000       0.000       1.803       0.178       0.000       0.000            0.000          109.516          255.615            1.407           19.548            0.654            0.107            0.000            0.000
   366    12    31  1992      12     120  rtu120                 0.000       0.000       2.452       0.239       0.000       0.000            0.000          138.939          274.362            1.387           20.962            0.120            0.013            0.000            0.000
   366    12    31  1992      13     130  rtu130                 0.000       0.000       2.553       0.288       0.000       0.000            0.000          223.787          279.260            1.368           21.323            0.115            0.014            0.000            0.000
   366    12    31  1992      14     140  rtu140                 0.000       0.000       2.551       0.282       0.000       0.000            0.000          225.575          279.721            1.369           21.359            0.120            0.013            0.000            0.000
   366    12    31  1992      15     150  rtu150                 0.000       0.000       2.554       0.282       0.000       0.000            0.000          225.161          279.655            1.369           21.354            0.120            0.013            0.000            0.000
   366    12    31  1992      16     160  rtu160                 0.000       0.000       2.462       0.237       0.000       0.000            0.000          133.342          274.130            1.387           20.945            0.120            0.013            0.000            0.000
   366    12    31  1992      17     170  rtu170                 0.000       0.000       1.810      -0.100       0.000       0.000            0.000          207.725          252.030            1.675           19.331            0.096            0.042            0.000            0.000
   366    12    31  1992      18     180  rtu180                 0.000       0.000       2.583       0.281       0.000       0.000            0.000          221.928          279.218            1.368           21.320            0.120            0.014            0.000            0.000
   366    12    31  1992      19     190  rtu190                 0.000       0.000       2.606       0.279       0.000       0.000            0.000          219.015          278.883            1.367           21.295            0.120            0.012            0.000            0.000
   366    12    31  1992      20     200  rtu200                 0.000       0.000       2.606       0.279       0.000       0.000            0.000          219.081          278.890            1.367           21.295            0.120            0.013            0.000            0.000
   366    12    31  1992      21     210  rtu210                 0.000       0.000       2.559       0.298       0.000       0.000            0.000          246.634          282.172            1.366           21.543            0.120            0.012            0.000            0.000
   366    12    31  1992      22     220  rtu220                 0.000       0.000       2.536       0.294       0.000       0.000            0.000          243.137          281.817            1.368           21.517            0.120            0.013            0.000            0.000
   366    12    31  1992      23     230  rtu230                 0.000       0.000       2.557       0.281       0.000       0.000            0.000          223.238          279.423            1.369           21.337            0.120            0.013            0.000            0.000
   366    12    31  1992      24     240  rtu240                 0.000       0.000       2.569       0.281       0.000       0.000            0.000          222.075          279.253            1.369           21.323            0.120            0.013            0.000            0.000
   366    12    31  1992      25     250  rtu250                 0.000       0.000       2.397       0.300       0.000       0.000            0.000          251.689          283.053            1.374           21.614            0.120            0.013            0.000            0.000
   366    12    31  1992      26     260  rtu260                 0.000       0.000       1.807      -0.101       0.000       0.000            0.000          206.302          251.730            1.676           19.308            0.096            0.042            0.000            0.000
   366    12    31  1992      27     270  rtu270                 0.000       0.000       1.683      -0.149       0.000       0.000            0.000          116.656          241.486            1.692           18.532            0.096            0.042            0.000            0.000
   366    12    31  1992      28     280  rtu280                 0.000       0.000       2.563       0.289       0.000       0.000            0.000          238.880          281.237            1.367           21.473            0.120            0.012            0.000            0.000
   366    12    31  1992      29     290  rtu290                 0.000       0.000       2.588       0.291       0.000       0.000            0.000          240.747          281.432            1.365           21.487            0.120            0.013            0.000            0.000
   366    12    31  1992      30     300  rtu300                 0.000       0.000       2.441       0.298       0.000       0.000            0.000          249.510          282.728            1.372           21.588            0.120            0.013            0.000            0.000
   366    12    31  1992      31     310  rtu310                 0.000       0.000       2.579       0.292       0.000       0.000            0.000          241.095          281.494            1.366           21.492            0.120            0.014            0.000            0.000
   366    12    31  1992      32     320  rtu320                 0.000       0.000       2.450       0.241       0.000       0.000            0.000          144.108          274.566            1.387           20.978            0.120            0.013            0.000            0.000
   366    12    31  1992      33     330  rtu330                 0.000       0.000       2.439       0.238       0.000       0.000            0.000          136.909          274.327            1.388           20.960            0.120            0.013            0.000            0.000
   366    12    31  1992      34     340  rtu340                 0.000       0.000       2.537       0.283       0.000       0.000            0.000          226.522          279.847            1.370           21.369            0.120            0.013            0.000            0.000
   366    12    31  1992      35     350  rtu350                 0.000       0.000       1.788       0.178       0.000       0.000            0.000          110.436          255.589            1.406           19.545            0.657            0.111            0.000            0.000
   366    12    31  1992      36     360  rtu360                 0.000       0.000       2.612       0.278       0.000       0.000            0.000          216.338          278.591            1.367           21.273            0.120            0.012            0.000            0.000
   366    12    31  1992      37     370  rtu370                 0.000       0.000       2.466       0.234       0.000       0.000            0.000          126.697          273.845            1.388           20.923            0.120            0.013            0.000            0.000
   366    12    31  1992      38     380  rtu380                 0.000       0.000       2.605       0.280       0.000       0.000            0.000          220.852          279.062            1.367           21.308            0.120            0.013            0.000            0.000
   366    12    31  1992      39     390  rtu390                 0.000       0.000       2.580       0.280       0.000       0.000            0.000          220.794          279.114            1.368           21.313            0.120            0.012            0.000            0.000
   366    12    31  1992      40     400  rtu400                 0.000       0.000       2.550       0.281       0.000       0.000            0.000          222.323          279.325            1.370           21.329            0.120            0.013            0.000            0.000
   366    12    31  1992      41     410  rtu410                 0.000       0.000       2.612       0.279       0.000       0.000            0.000          218.006          278.739            1.367           21.284            0.120            0.013            0.000            0.000
   366    12    31  1992      42     420  rtu420                 0.000       0.000       2.608       0.279       0.000       0.000            0.000          217.443          278.701            1.367           21.281            0.120            0.012            0.000            0.000
   366    12    31  1992      43     430  rtu430                 0.000       0.000       1.640      -0.169       0.000       0.000            0.000           89.450          237.731            1.699           18.247            0.096            0.042            0.000            0.000
   366    12    31  1992      44     440  rtu440                 0.000       0.000       2.576       0.292       0.000       0.000            0.000          240.793          281.466            1.366           21.490            0.120            0.013            0.000            0.000
   366    12    31  1992      45     450  rtu450                 0.000       0.000       2.457       0.234       0.000       0.000            0.000          128.283          273.939            1.388           20.931            0.120            0.013            0.000            0.000
   366    12    31  1992      46     460  rtu460                 0.000       0.000       2.459       0.236       0.000       0.000            0.000          132.631          274.099            1.387           20.942            0.120            0.013            0.000            0.000
   366    12    31  1992      47     470  rtu470                 0.000       0.000       2.613       0.277       0.000       0.000            0.000          215.874          278.515            1.367           21.267            0.120            0.013            0.000            0.000
   366    12    31  1992      48     480  rtu480                 0.000       0.000       2.602       0.290       0.000       0.000            0.000          239.893          281.305            1.365           21.477            0.120            0.014            0.000            0.000
   366    12    31  1992      49     490  rtu490                 0.000       0.000       1.733       0.194       0.000       0.000            0.000          117.662          255.505            1.405           19.538            0.888            0.160            0.000            0.000
   366    12    31  1992      50     500  rtu500                 0.000       0.000       2.455       0.237       0.000       0.000            0.000          134.511          274.194            1.387           20.950            0.120            0.014            0.000            0.000
   366    12    31  1992      51     510  rtu510                 0.000       0.000       2.456       0.234       0.000       0.000            0.000          126.758          273.885            1.388           20.927            0.120            0.013            0.000            0.000
   366    12    31  1992      52     520  rtu520                 0.000       0.000       2.568       0.281       0.000       0.000            0.000          223.786          279.464            1.368           21.339            0.120            0.013            0.000            0.000
   366    12    31  1992      53     530  rtu530                 0.000       0.000       5.638       2.809       0.000       0.000            0.000          370.665          399.415            0.820           30.259            0.009            0.002            0.000            0.000
   366    12    31  1992      54     540  rtu540                 0.000       0.000       5.662       2.806       0.000       0.000            0.000          369.937          399.033            0.816           30.228            0.009            0.002            0.000            0.000
   366    12    31  1992      55     550  rtu550                 0.000       0.000       1.789       0.159       0.000       0.000            0.000          102.479          254.451            1.409           19.460            0.661            0.061            0.000            0.000
   366    12    31  1992      56     560  rtu560                 0.000       0.000       1.732       0.181       0.000       0.000            0.000          110.543          255.590            1.406           19.545            0.663            0.111            0.000            0.000
   366    12    31  1992      57     570  rtu570                 0.000       0.000       2.449       0.236       0.000       0.000            0.000          132.193          274.102            1.388           20.943            0.120            0.013            0.000            0.000
   366    12    31  1992      58     580  rtu580                 0.000       0.000       2.477       0.234       0.000       0.000            0.000          128.047          273.885            1.387           20.926            0.120            0.013            0.000            0.000
   366    12    31  1992      59     590  rtu590                 0.000       0.000       1.845       0.156       0.000       0.000            0.000          100.154          254.400            1.409           19.456            0.661            0.054            0.000            0.000
   366    12    31  1992      60     600  rtu600                 0.000       0.000       2.577       0.288       0.000       0.000            0.000          238.768          281.199            1.366           21.470            0.120            0.013            0.000            0.000
   366    12    31  1992      61     610  rtu610                 0.000       0.000       2.582       0.279       0.000       0.000            0.000          218.372          278.848            1.369           21.293            0.120            0.013            0.000            0.000
   366    12    31  1992      62     620  rtu620                 0.000       0.000       2.473       0.239       0.000       0.000            0.000          137.633          274.269            1.386           20.955            0.120            0.012            0.000            0.000
   366    12    31  1992      63     630  rtu630                 0.000       0.000       2.613       0.277       0.000       0.000            0.000          214.887          278.430            1.367           21.261            0.120            0.013            0.000            0.000
   366    12    31  1992      64     640  rtu640                 0.000       0.000       1.805       0.155       0.000       0.000            0.000           96.772          254.259            1.411           19.445            0.659            0.049            0.000            0.000
   366    12    31  1992      65     650  rtu650                 0.000       0.000       1.917       0.141       0.000       0.000            0.000           83.915          264.686            1.417           20.238            0.604            0.044            0.000            0.000
   366    12    31  1992      66     660  rtu660                 0.000       0.000       1.854       0.156       0.000       0.000            0.000          100.608          254.516            1.411           19.465            0.660            0.056            0.000            0.000
