 Trial_Robit               SWAT+ Oct 10 2019    MODULAR Rev 2019.60.1                                     
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle      sedmin     tileno3
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        ----        ----
    366    12    31  1996     63     630  rtu630                23.434      22.023       1.207       2.699       0.000       0.000       0.000       0.105       0.000
    366    12    31  1996     64     640  rtu640                 0.035       0.139       0.008       0.158       0.000       0.000       0.000       0.001       0.000
    366    12    31  1996     65     650  rtu650                 0.019       0.085       0.005       0.176       0.000       0.000       0.000       0.000       0.000
    366    12    31  1996     66     660  rtu660                 0.036       0.149       0.009       0.155       0.000       0.000       0.000       0.001       0.000
    366    12    31  1996     67     670  rtu670                 0.029       0.119       0.007       0.174       0.000       0.000       0.000       0.001       0.000
    366    12    31  1996     68     680  rtu680                13.252      20.042       1.115       0.693       0.000       0.000       0.000       0.172       0.000
    366    12    31  1996     69     690  rtu690                 0.025       0.108       0.006       0.174       0.000       0.000       0.000       0.000       0.000
    366    12    31  1996     70     700  rtu700                 0.027       0.112       0.006       0.174       0.000       0.000       0.000       0.000       0.000
    366    12    31  1996     71     710  rtu710                 0.012       0.056       0.003       0.063       0.000       0.000       0.000       0.000       0.000
    366    12    31  1996     72     720  rtu720                 0.083       0.364       0.021       0.128       0.000       0.000       0.000       0.002       0.000
    366    12    31  1996     73     730  rtu730                 0.025       0.109       0.006       0.174       0.000       0.000       0.000       0.000       0.000
    366    12    31  1996     74     740  rtu740                 0.033       0.131       0.007       0.175       0.000       0.000       0.000       0.001       0.000
    366    12    31  1996     75     750  rtu750                11.858      19.779       1.102       0.813       0.000       0.000       0.000       0.163       0.000
    366    12    31  1996     76     760  rtu760                13.271      20.097       1.118       0.738       0.000       0.000       0.000       0.173       0.000
    366    12    31  1996     77     770  rtu770                 0.025       0.106       0.006       0.172       0.000       0.000       0.000       0.000       0.000
    366    12    31  1996     78     780  rtu780                23.492      22.037       1.208       2.763       0.000       0.000       0.000       0.104       0.000
    366    12    31  1996     79     790  rtu790                16.423      20.657       1.144       0.696       0.000       0.000       0.000       0.196       0.000
    366    12    31  1996     80     800  rtu800                 0.064       0.265       0.015       0.102       0.000       0.000       0.000       0.001       0.000
    366    12    31  1996     81     810  rtu810                10.994      20.759       1.157       3.637       0.000       0.000       0.000       0.175       0.000
    366    12    31  1996     82     820  rtu820                 0.034       0.147       0.008       0.168       0.000       0.000       0.000       0.001       0.000
    366    12    31  1996     83     830  rtu830                15.035      20.458       1.135       0.723       0.000       0.000       0.000       0.186       0.000
    366    12    31  1996     84     840  rtu840                13.231      20.107       1.118       0.757       0.000       0.000       0.000       0.173       0.000
    366    12    31  1996     85     850  rtu850                14.638      20.413       1.133       0.752       0.000       0.000       0.000       0.184       0.000
    366    12    31  1996     86     860  rtu860                14.169      20.340       1.130       0.774       0.000       0.000       0.000       0.181       0.000
    366    12    31  1996     87     870  rtu870                13.345      20.183       1.122       0.804       0.000       0.000       0.000       0.175       0.000
    366    12    31  1996     88     880  rtu880                 0.340       1.569       0.090       0.196       0.000       0.000       0.000       0.007       0.000
    366    12    31  1996     89     890  rtu890                13.228      20.096       1.118       0.747       0.000       0.000       0.000       0.173       0.000
    366    12    31  1996     90     900  rtu900                16.019      25.047       1.413       0.681       0.000       0.000       0.000       0.203       0.000
    366    12    31  1996     91     910  rtu910                12.446      19.929       1.110       0.787       0.000       0.000       0.000       0.167       0.000
    365    12    31  1997      1      10  rtu010                20.982      25.357       1.382       1.471       0.000       0.000       0.000       0.200       0.000
    365    12    31  1997      2      20  rtu020                39.717      26.108       1.405       4.299       0.000       0.000       0.000       0.070       0.000
    365    12    31  1997      3      30  rtu030                22.275      25.129       1.365       5.153       0.000       0.000       0.000       0.147       0.000
    365    12    31  1997      4      40  rtu040                22.953      25.197       1.368       5.029       0.000       0.000       0.000       0.136       0.000
    365    12    31  1997      5      50  rtu050                20.613      24.948       1.357       5.508       0.000       0.000       0.000       0.176       0.000
    365    12    31  1997      6      60  rtu060                27.865      25.571       1.383       5.105       0.000       0.000       0.000       0.091       0.000
    365    12    31  1997      7      70  rtu070                13.916      23.695       1.298       5.485       0.000       0.000       0.000       0.203       0.000
    365    12    31  1997      8      80  rtu080                27.281      25.534       1.382       5.202       0.000       0.000       0.000       0.093       0.000
    365    12    31  1997      9      90  rtu090                26.833      25.506       1.381       5.032       0.000       0.000       0.000       0.097       0.000
    365    12    31  1997     10     100  rtu100                27.985      25.599       1.384       7.244       0.000       0.000       0.000       0.082       0.000
    365    12    31  1997     11     110  rtu110                 0.174       0.764       0.043       1.721       0.000       0.000       0.000       0.003       0.000
    365    12    31  1997     12     120  rtu120                17.588      24.673       1.349       1.497       0.000       0.000       0.000       0.208       0.000
    365    12    31  1997     13     130  rtu130                26.657      25.405       1.374       5.734       0.000       0.000       0.000       0.089       0.000
    365    12    31  1997     14     140  rtu140                21.254      25.022       1.360       5.424       0.000       0.000       0.000       0.165       0.000
    365    12    31  1997     15     150  rtu150                21.710      25.072       1.363       5.359       0.000       0.000       0.000       0.157       0.000
    365    12    31  1997     16     160  rtu160                19.772      25.160       1.373       1.429       0.000       0.000       0.000       0.203       0.000
    365    12    31  1997     17     170  rtu170                 0.031       0.149       0.008       2.112       0.000       0.000       0.000       0.001       0.000
    365    12    31  1997     18     180  rtu180                26.563      25.488       1.380       5.086       0.000       0.000       0.000       0.098       0.000
    365    12    31  1997     19     190  rtu190                30.576      25.722       1.389       4.723       0.000       0.000       0.000       0.082       0.000
    365    12    31  1997     20     200  rtu200                30.481      25.717       1.389       4.730       0.000       0.000       0.000       0.083       0.000
    365    12    31  1997     21     210  rtu210                14.145      24.059       1.317       8.877       0.000       0.000       0.000       0.212       0.000
    365    12    31  1997     22     220  rtu220                13.474      23.777       1.303       8.447       0.000       0.000       0.000       0.206       0.000
    365    12    31  1997     23     230  rtu230                22.418      25.144       1.366       5.104       0.000       0.000       0.000       0.144       0.000
    365    12    31  1997     24     240  rtu240                24.442      25.329       1.374       5.107       0.000       0.000       0.000       0.117       0.000
    365    12    31  1997     25     250  rtu250                 0.259       2.067       0.116      10.926       0.000       0.000       0.000       0.009       0.000
    365    12    31  1997     26     260  rtu260                 0.031       0.146       0.008       2.084       0.000       0.000       0.000       0.001       0.000
    365    12    31  1997     27     270  rtu270                 0.016       0.074       0.004       1.326       0.000       0.000       0.000       0.000       0.000
    365    12    31  1997     28     280  rtu280                17.789      24.675       1.345       7.409       0.000       0.000       0.000       0.201       0.000
    365    12    31  1997     29     290  rtu290                20.686      25.037       1.361       7.831       0.000       0.000       0.000       0.153       0.000
    365    12    31  1997     30     300  rtu300                 3.708      14.623       0.816      10.024       0.000       0.000       0.000       0.083       0.000
    365    12    31  1997     31     310  rtu310                19.278      24.873       1.354       7.925       0.000       0.000       0.000       0.182       0.000
    365    12    31  1997     32     320  rtu320                16.742      24.450       1.338       1.564       0.000       0.000       0.000       0.209       0.000
    365    12    31  1997     33     330  rtu330                15.969      24.252       1.329       1.480       0.000       0.000       0.000       0.204       0.000
    365    12    31  1997     34     340  rtu340                19.217      24.766       1.349       5.570       0.000       0.000       0.000       0.196       0.000
    365    12    31  1997     35     350  rtu350                 0.242       1.029       0.059       1.724       0.000       0.000       0.000       0.005       0.000
    365    12    31  1997     36     360  rtu360                32.104      25.819       1.394       4.431       0.000       0.000       0.000       0.079       0.000
    365    12    31  1997     37     370  rtu370                21.148      25.434       1.387       1.348       0.000       0.000       0.000       0.200       0.000
    365    12    31  1997     38     380  rtu380                29.993      25.690       1.388       4.932       0.000       0.000       0.000       0.084       0.000
    365    12    31  1997     39     390  rtu390                26.235      25.466       1.379       4.940       0.000       0.000       0.000       0.101       0.000
    365    12    31  1997     40     400  rtu400                21.701      25.067       1.362       5.152       0.000       0.000       0.000       0.159       0.000
    365    12    31  1997     41     410  rtu410                31.839      25.792       1.392       4.597       0.000       0.000       0.000       0.079       0.000
    365    12    31  1997     42     420  rtu420                31.206      25.768       1.391       4.543       0.000       0.000       0.000       0.081       0.000
    365    12    31  1997     43     430  rtu430                 0.030       0.134       0.008       1.083       0.000       0.000       0.000       0.001       0.000
    365    12    31  1997     44     440  rtu440                19.047      24.844       1.353       7.853       0.000       0.000       0.000       0.186       0.000
    365    12    31  1997     45     450  rtu450                19.551      25.138       1.372       1.370       0.000       0.000       0.000       0.204       0.000
    365    12    31  1997     46     460  rtu460                19.321      25.076       1.369       1.418       0.000       0.000       0.000       0.204       0.000
    365    12    31  1997     47     470  rtu470                32.528      25.844       1.395       4.373       0.000       0.000       0.000       0.078       0.000
    365    12    31  1997     48     480  rtu480                22.711      25.235       1.369       7.615       0.000       0.000       0.000       0.119       0.000
    365    12    31  1997     49     490  rtu490                22.017      29.089       1.607       1.273       0.000       0.000       0.000       0.240       0.000
    365    12    31  1997     50     500  rtu500                18.492      24.894       1.360       1.446       0.000       0.000       0.000       0.206       0.000
    365    12    31  1997     51     510  rtu510                19.634      25.160       1.373       1.355       0.000       0.000       0.000       0.204       0.000
    365    12    31  1997     52     520  rtu520                23.969      25.290       1.372       5.170       0.000       0.000       0.000       0.122       0.000
    365    12    31  1997     53     530  rtu530                 8.370      19.329       1.061       7.026       0.000       0.000       0.000       0.156       0.000
    365    12    31  1997     54     540  rtu540                11.439      20.819       1.135       6.828       0.000       0.000       0.000       0.192       0.000
    365    12    31  1997     55     550  rtu550                 0.299       1.276       0.071       1.639       0.000       0.000       0.000       0.006       0.000
    365    12    31  1997     56     560  rtu560                 0.223       0.956       0.054       1.725       0.000       0.000       0.000       0.004       0.000
    365    12    31  1997     57     570  rtu570                18.050      24.804       1.356       1.416       0.000       0.000       0.000       0.207       0.000
    365    12    31  1997     58     580  rtu580                22.584      25.645       1.396       1.364       0.000       0.000       0.000       0.195       0.000
    365    12    31  1997     59     590  rtu590                 0.353       1.486       0.083       1.623       0.000       0.000       0.000       0.007       0.000
    365    12    31  1997     60     600  rtu600                19.568      24.916       1.356       7.371       0.000       0.000       0.000       0.177       0.000
    365    12    31  1997     61     610  rtu610                27.072      25.529       1.382       4.653       0.000       0.000       0.000       0.097       0.000
    365    12    31  1997     62     620  rtu620                20.814      25.327       1.381       1.478       0.000       0.000       0.000       0.201       0.000
    365    12    31  1997     63     630  rtu630                32.579      25.856       1.395       4.282       0.000       0.000       0.000       0.079       0.000
    365    12    31  1997     64     640  rtu640                 0.327       1.389       0.078       1.601       0.000       0.000       0.000       0.006       0.000
    365    12    31  1997     65     650  rtu650                 0.038       0.163       0.009       1.663       0.000       0.000       0.000       0.001       0.000
    365    12    31  1997     66     660  rtu660                 0.247       1.068       0.060       1.632       0.000       0.000       0.000       0.005       0.000
    365    12    31  1997     67     670  rtu670                 0.295       1.263       0.071       1.581       0.000       0.000       0.000       0.006       0.000
    365    12    31  1997     68     680  rtu680                19.561      25.169       1.374       1.289       0.000       0.000       0.000       0.204       0.000
    365    12    31  1997     69     690  rtu690                 0.082       0.348       0.019       1.652       0.000       0.000       0.000       0.002       0.000
    365    12    31  1997     70     700  rtu700                 0.056       0.242       0.013       1.672       0.000       0.000       0.000       0.001       0.000
    365    12    31  1997     71     710  rtu710                 0.033       0.148       0.008       0.986       0.000       0.000       0.000       0.001       0.000
    365    12    31  1997     72     720  rtu720                 0.254       1.088       0.062       1.693       0.000       0.000       0.000       0.005       0.000
    365    12    31  1997     73     730  rtu730                 0.082       0.350       0.019       1.652       0.000       0.000       0.000       0.002       0.000
    365    12    31  1997     74     740  rtu740                 0.361       1.521       0.085       1.566       0.000       0.000       0.000       0.007       0.000
    365    12    31  1997     75     750  rtu750                17.363      24.632       1.347       1.443       0.000       0.000       0.000       0.209       0.000
    365    12    31  1997     76     760  rtu760                19.523      25.142       1.373       1.346       0.000       0.000       0.000       0.204       0.000
    365    12    31  1997     77     770  rtu770                 0.047       0.203       0.011       1.671       0.000       0.000       0.000       0.001       0.000
    365    12    31  1997     78     780  rtu780                32.627      25.849       1.395       4.368       0.000       0.000       0.000       0.078       0.000
    365    12    31  1997     79     790  rtu790                24.214      25.894       1.408       1.292       0.000       0.000       0.000       0.183       0.000
    365    12    31  1997     80     800  rtu800                 0.293       1.248       0.070       1.667       0.000       0.000       0.000       0.006       0.000
    365    12    31  1997     81     810  rtu810                15.198      24.024       1.314       5.453       0.000       0.000       0.000       0.210       0.000
    365    12    31  1997     82     820  rtu820                 0.189       0.832       0.047       1.658       0.000       0.000       0.000       0.004       0.000
    365    12    31  1997     83     830  rtu830                22.131      25.598       1.394       1.326       0.000       0.000       0.000       0.198       0.000
    365    12    31  1997     84     840  rtu840                19.438      25.117       1.371       1.369       0.000       0.000       0.000       0.204       0.000
    365    12    31  1997     85     850  rtu850                21.505      25.485       1.389       1.363       0.000       0.000       0.000       0.199       0.000
    365    12    31  1997     86     860  rtu860                20.785      25.355       1.383       1.392       0.000       0.000       0.000       0.201       0.000
    365    12    31  1997     87     870  rtu870                19.543      25.116       1.371       1.429       0.000       0.000       0.000       0.204       0.000
    365    12    31  1997     88     880  rtu880                 0.235       1.002       0.057       1.730       0.000       0.000       0.000       0.004       0.000
    365    12    31  1997     89     890  rtu890                19.447      25.122       1.372       1.358       0.000       0.000       0.000       0.204       0.000
    365    12    31  1997     90     900  rtu900                23.672      29.348       1.619       1.273       0.000       0.000       0.000       0.239       0.000
    365    12    31  1997     91     910  rtu910                18.252      24.852       1.358       1.409       0.000       0.000       0.000       0.207       0.000
    365    12    31  1998      1      10  rtu010                13.915      18.078       0.971       0.543       0.000       0.000       0.000       0.125       0.000
    365    12    31  1998      2      20  rtu020                27.606      20.259       1.079       2.429       0.000       0.000       0.000       0.061       0.000
    365    12    31  1998      3      30  rtu030                15.503      18.993       1.018       3.038       0.000       0.000       0.000       0.084       0.000
    365    12    31  1998      4      40  rtu040                15.987      19.077       1.022       3.068       0.000       0.000       0.000       0.082       0.000
    365    12    31  1998      5      50  rtu050                14.395      18.857       1.012       3.411       0.000       0.000       0.000       0.097       0.000
    365    12    31  1998      6      60  rtu060                19.448      19.551       1.045       3.008       0.000       0.000       0.000       0.071       0.000
    365    12    31  1998      7      70  rtu070                 9.661      17.646       0.953       3.391       0.000       0.000       0.000       0.150       0.000
    365    12    31  1998      8      80  rtu080                19.079      19.535       1.044       3.197       0.000       0.000       0.000       0.071       0.000
    365    12    31  1998      9      90  rtu090                18.705      19.449       1.040       2.955       0.000       0.000       0.000       0.072       0.000
    365    12    31  1998     10     100  rtu100                19.623      19.652       1.050       4.913       0.000       0.000       0.000       0.069       0.000
    365    12    31  1998     11     110  rtu110                 0.029       0.123       0.007       0.072       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     12     120  rtu120                11.638      17.524       0.944       0.560       0.000       0.000       0.000       0.139       0.000
    365    12    31  1998     13     130  rtu130                18.190      19.237       1.028       3.075       0.000       0.000       0.000       0.071       0.000
    365    12    31  1998     14     140  rtu140                14.839      18.929       1.015       3.352       0.000       0.000       0.000       0.090       0.000
    365    12    31  1998     15     150  rtu150                15.153      18.976       1.018       3.307       0.000       0.000       0.000       0.086       0.000
    365    12    31  1998     16     160  rtu160                13.074      17.864       0.961       0.516       0.000       0.000       0.000       0.132       0.000
    365    12    31  1998     17     170  rtu170                 0.020       0.113       0.006       0.417       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     18     180  rtu180                18.524      19.432       1.039       2.992       0.000       0.000       0.000       0.073       0.000
    365    12    31  1998     19     190  rtu190                21.290      19.720       1.053       2.731       0.000       0.000       0.000       0.068       0.000
    365    12    31  1998     20     200  rtu200                21.225      19.713       1.053       2.737       0.000       0.000       0.000       0.068       0.000
    365    12    31  1998     21     210  rtu210                 9.924      17.949       0.968       6.396       0.000       0.000       0.000       0.149       0.000
    365    12    31  1998     22     220  rtu220                 9.446      17.757       0.959       5.761       0.000       0.000       0.000       0.152       0.000
    365    12    31  1998     23     230  rtu230                15.620      19.026       1.020       3.124       0.000       0.000       0.000       0.084       0.000
    365    12    31  1998     24     240  rtu240                17.026      19.226       1.029       3.008       0.000       0.000       0.000       0.077       0.000
    365    12    31  1998     25     250  rtu250                 0.192       1.502       0.083       7.798       0.000       0.000       0.000       0.007       0.000
    365    12    31  1998     26     260  rtu260                 0.020       0.111       0.006       0.404       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     27     270  rtu270                 0.010       0.053       0.003       0.125       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     28     280  rtu280                12.433      18.521       0.995       5.031       0.000       0.000       0.000       0.121       0.000
    365    12    31  1998     29     290  rtu290                14.508      18.961       1.017       5.315       0.000       0.000       0.000       0.085       0.000
    365    12    31  1998     30     300  rtu300                 2.609      10.982       0.604       7.134       0.000       0.000       0.000       0.064       0.000
    365    12    31  1998     31     310  rtu310                13.519      18.783       1.009       5.379       0.000       0.000       0.000       0.099       0.000
    365    12    31  1998     32     320  rtu320                11.100      17.401       0.938       0.603       0.000       0.000       0.000       0.141       0.000
    365    12    31  1998     33     330  rtu330                10.537      17.170       0.927       0.547       0.000       0.000       0.000       0.142       0.000
    365    12    31  1998     34     340  rtu340                13.413      18.669       1.003       3.454       0.000       0.000       0.000       0.115       0.000
    365    12    31  1998     35     350  rtu350                 0.042       0.166       0.009       0.076       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     36     360  rtu360                22.286      19.785       1.056       2.521       0.000       0.000       0.000       0.067       0.000
    365    12    31  1998     37     370  rtu370                13.949      18.014       0.968       0.466       0.000       0.000       0.000       0.125       0.000
    365    12    31  1998     38     380  rtu380                20.921      19.703       1.052       2.885       0.000       0.000       0.000       0.069       0.000
    365    12    31  1998     39     390  rtu390                18.266      19.380       1.037       2.889       0.000       0.000       0.000       0.074       0.000
    365    12    31  1998     40     400  rtu400                15.096      18.922       1.015       3.039       0.000       0.000       0.000       0.087       0.000
    365    12    31  1998     41     410  rtu410                22.146      19.793       1.056       2.644       0.000       0.000       0.000       0.067       0.000
    365    12    31  1998     42     420  rtu420                21.684      19.737       1.054       2.603       0.000       0.000       0.000       0.068       0.000
    365    12    31  1998     43     430  rtu430                 0.018       0.093       0.005       0.068       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     44     440  rtu440                13.351      18.746       1.007       5.330       0.000       0.000       0.000       0.102       0.000
    365    12    31  1998     45     450  rtu450                12.890      17.785       0.957       0.478       0.000       0.000       0.000       0.133       0.000
    365    12    31  1998     46     460  rtu460                12.763      17.781       0.957       0.509       0.000       0.000       0.000       0.134       0.000
    365    12    31  1998     47     470  rtu470                22.563      19.803       1.057       2.482       0.000       0.000       0.000       0.066       0.000
    365    12    31  1998     48     480  rtu480                15.925      19.179       1.027       5.168       0.000       0.000       0.000       0.077       0.000
    365    12    31  1998     49     490  rtu490                14.471      19.557       1.060       0.416       0.000       0.000       0.000       0.155       0.000
    365    12    31  1998     50     500  rtu500                12.220      17.655       0.951       0.527       0.000       0.000       0.000       0.137       0.000
    365    12    31  1998     51     510  rtu510                12.936      17.787       0.957       0.469       0.000       0.000       0.000       0.133       0.000
    365    12    31  1998     52     520  rtu520                16.727      19.208       1.029       3.173       0.000       0.000       0.000       0.079       0.000
    365    12    31  1998     53     530  rtu530                 5.932      14.632       0.791       5.177       0.000       0.000       0.000       0.121       0.000
    365    12    31  1998     54     540  rtu540                 8.105      15.774       0.847       5.053       0.000       0.000       0.000       0.143       0.000
    365    12    31  1998     55     550  rtu550                 0.028       0.118       0.007       0.045       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     56     560  rtu560                 0.039       0.155       0.009       0.076       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     57     570  rtu570                11.905      17.551       0.945       0.508       0.000       0.000       0.000       0.138       0.000
    365    12    31  1998     58     580  rtu580                14.926      18.222       0.978       0.477       0.000       0.000       0.000       0.117       0.000
    365    12    31  1998     59     590  rtu590                 0.027       0.121       0.007       0.042       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     60     600  rtu600                13.684      18.776       1.008       5.004       0.000       0.000       0.000       0.096       0.000
    365    12    31  1998     61     610  rtu610                18.798      19.412       1.038       2.682       0.000       0.000       0.000       0.073       0.000
    365    12    31  1998     62     620  rtu620                13.805      18.055       0.970       0.550       0.000       0.000       0.000       0.126       0.000
    365    12    31  1998     63     630  rtu630                22.570      19.790       1.056       2.414       0.000       0.000       0.000       0.067       0.000
    365    12    31  1998     64     640  rtu640                 0.021       0.100       0.005       0.038       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     65     650  rtu650                 0.019       0.093       0.005       0.079       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     66     660  rtu660                 0.020       0.093       0.005       0.044       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     67     670  rtu670                 0.018       0.085       0.005       0.037       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     68     680  rtu680                12.845      17.722       0.954       0.429       0.000       0.000       0.000       0.134       0.000
    365    12    31  1998     69     690  rtu690                 0.022       0.108       0.006       0.097       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     70     700  rtu700                 0.020       0.100       0.006       0.129       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     71     710  rtu710                 0.020       0.101       0.006       0.052       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     72     720  rtu720                 0.034       0.136       0.008       0.053       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     73     730  rtu730                 0.021       0.104       0.006       0.078       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     74     740  rtu740                 0.021       0.098       0.005       0.037       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     75     750  rtu750                11.457      17.438       0.940       0.525       0.000       0.000       0.000       0.139       0.000
    365    12    31  1998     76     760  rtu760                12.855      17.760       0.956       0.465       0.000       0.000       0.000       0.134       0.000
    365    12    31  1998     77     770  rtu770                 0.018       0.091       0.005       0.074       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     78     780  rtu780                22.631      19.809       1.057       2.479       0.000       0.000       0.000       0.066       0.000
    365    12    31  1998     79     790  rtu790                15.971      18.373       0.985       0.432       0.000       0.000       0.000       0.107       0.000
    365    12    31  1998     80     800  rtu800                 0.035       0.140       0.008       0.046       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     81     810  rtu810                10.561      17.940       0.967       3.375       0.000       0.000       0.000       0.147       0.000
    365    12    31  1998     82     820  rtu820                 0.021       0.090       0.005       0.044       0.000       0.000       0.000       0.000       0.000
    365    12    31  1998     83     830  rtu830                14.594      18.134       0.974       0.453       0.000       0.000       0.000       0.121       0.000
    365    12    31  1998     84     840  rtu840                12.812      17.762       0.956       0.480       0.000       0.000       0.000       0.134       0.000
    365    12    31  1998     85     850  rtu850                14.198      18.075       0.971       0.476       0.000       0.000       0.000       0.123       0.000
    365    12    31  1998     86     860  rtu860                13.732      17.991       0.967       0.494       0.000       0.000       0.000       0.127       0.000
    365    12    31  1998     87     870  rtu870                12.918      17.822       0.959       0.518       0.000       0.000       0.000       0.133       0.000
    365    12    31  1998     88     880  rtu880                 0.042       0.167       0.009       0.080       0.000       0.000       0.000       0.001       0.000
    365    12    31  1998     89     890  rtu890                12.811      17.755       0.955       0.472       0.000       0.000       0.000       0.134       0.000
    365    12    31  1998     90     900  rtu900                15.579      19.750       1.070       0.417       0.000       0.000       0.000       0.151       0.000
    365    12    31  1998     91     910  rtu910                12.037      17.583       0.947       0.504       0.000       0.000       0.000       0.137       0.000
    365    12    31  1999      1      10  rtu010                26.328      28.435       1.512       0.622       0.000       0.000       0.000       0.134       0.000
    365    12    31  1999      2      20  rtu020                47.741      28.363       1.500       2.670       0.000       0.000       0.000       0.058       0.000
    365    12    31  1999      3      30  rtu030                26.667      27.370       1.453       3.278       0.000       0.000       0.000       0.075       0.000
    365    12    31  1999      4      40  rtu040                27.465      27.427       1.456       3.309       0.000       0.000       0.000       0.073       0.000
    365    12    31  1999      5      50  rtu050                24.592      27.097       1.440       3.629       0.000       0.000       0.000       0.080       0.000
    365    12    31  1999      6      60  rtu060                33.341      27.807       1.473       3.241       0.000       0.000       0.000       0.067       0.000
    365    12    31  1999      7      70  rtu070                16.643      25.915       1.383       3.614       0.000       0.000       0.000       0.196       0.000
    365    12    31  1999      8      80  rtu080                32.582      27.724       1.469       3.443       0.000       0.000       0.000       0.067       0.000
    365    12    31  1999      9      90  rtu090                32.128      27.758       1.471       3.185       0.000       0.000       0.000       0.068       0.000
    365    12    31  1999     10     100  rtu100                33.088      27.591       1.462       5.086       0.000       0.000       0.000       0.065       0.000
    365    12    31  1999     11     110  rtu110                 0.328       1.527       0.085       0.369       0.000       0.000       0.000       0.006       0.000
    365    12    31  1999     12     120  rtu120                22.062      27.844       1.483       0.640       0.000       0.000       0.000       0.188       0.000
    365    12    31  1999     13     130  rtu130                33.156      27.928       1.480       3.525       0.000       0.000       0.000       0.068       0.000
    365    12    31  1999     14     140  rtu140                25.368      27.184       1.444       3.567       0.000       0.000       0.000       0.077       0.000
    365    12    31  1999     15     150  rtu150                25.922      27.244       1.447       3.519       0.000       0.000       0.000       0.076       0.000
    365    12    31  1999     16     160  rtu160                24.866      28.314       1.506       0.596       0.000       0.000       0.000       0.157       0.000
    365    12    31  1999     17     170  rtu170                 0.035       0.171       0.009       0.303       0.000       0.000       0.000       0.001       0.000
    365    12    31  1999     18     180  rtu180                31.793      27.730       1.470       3.226       0.000       0.000       0.000       0.068       0.000
    365    12    31  1999     19     190  rtu190                36.685      28.018       1.484       2.943       0.000       0.000       0.000       0.065       0.000
    365    12    31  1999     20     200  rtu200                36.570      28.012       1.483       2.949       0.000       0.000       0.000       0.065       0.000
    365    12    31  1999     21     210  rtu210                16.699      25.855       1.379       6.549       0.000       0.000       0.000       0.157       0.000
    365    12    31  1999     22     220  rtu220                15.907      25.622       1.368       5.936       0.000       0.000       0.000       0.186       0.000
    365    12    31  1999     23     230  rtu230                26.813      27.362       1.452       3.368       0.000       0.000       0.000       0.074       0.000
    365    12    31  1999     24     240  rtu240                29.260      27.573       1.462       3.243       0.000       0.000       0.000       0.071       0.000
    365    12    31  1999     25     250  rtu250                 0.334       2.547       0.140       8.058       0.000       0.000       0.000       0.012       0.000
    365    12    31  1999     26     260  rtu260                 0.035       0.169       0.009       0.290       0.000       0.000       0.000       0.001       0.000
    365    12    31  1999     27     270  rtu270                 0.019       0.090       0.005       0.096       0.000       0.000       0.000       0.000       0.000
    365    12    31  1999     28     280  rtu280                21.076      26.623       1.416       5.206       0.000       0.000       0.000       0.091       0.000
    365    12    31  1999     29     290  rtu290                24.428      26.937       1.431       5.491       0.000       0.000       0.000       0.074       0.000
    365    12    31  1999     30     300  rtu300                 4.438      16.550       0.898       7.363       0.000       0.000       0.000       0.099       0.000
    365    12    31  1999     31     310  rtu310                22.764      26.757       1.422       5.555       0.000       0.000       0.000       0.079       0.000
    365    12    31  1999     32     320  rtu320                20.945      27.593       1.471       0.684       0.000       0.000       0.000       0.198       0.000
    365    12    31  1999     33     330  rtu330                20.057      27.502       1.467       0.629       0.000       0.000       0.000       0.209       0.000
    365    12    31  1999     34     340  rtu340                22.926      26.909       1.431       3.675       0.000       0.000       0.000       0.089       0.000
    365    12    31  1999     35     350  rtu350                 0.446       2.029       0.112       0.371       0.000       0.000       0.000       0.009       0.000
    365    12    31  1999     36     360  rtu360                38.584      28.140       1.489       2.712       0.000       0.000       0.000       0.064       0.000
    365    12    31  1999     37     370  rtu370                26.697      28.619       1.522       0.547       0.000       0.000       0.000       0.139       0.000
    365    12    31  1999     38     380  rtu380                35.927      27.949       1.480       3.108       0.000       0.000       0.000       0.065       0.000
    365    12    31  1999     39     390  rtu390                31.439      27.738       1.470       3.114       0.000       0.000       0.000       0.069       0.000
