 Trial_Robit               SWAT+ Oct 10 2019    MODULAR Rev 2019.60.1                                     
   jday   mon   day    yr   unit  gis_id  name                       flo          dep_wt            stor          rchrg           seep          revap         no3_st           min           orgn           orgp         rchrgn          nloss          no3gw        seepno3        flo_cha        flo_res         flo_ls
                                                                       mm              m              mm             mm             mm             mm        kg/ha_N            kg        kg/ha_N        kg/ha_P        kg/ha_N        kg/ha_N        kg/ha_N             kg            m^3            m^3            m^3
   365    12    31  2005       3      30  aqu30                     0.000          5.000        250.007         22.983          1.149         21.855         34.017          0.000          0.000          0.000          2.028          0.000          0.000          0.157          0.000          0.000          0.000
   365    12    31  2005       4      40  aqu40                     0.000          4.999        250.034         27.546          1.377         26.153         40.089          0.000          0.000          0.000          2.291          0.000          0.000          0.221          0.000          0.000          0.000
   365    12    31  2005       5      50  aqu50                     0.000          4.524        273.796         39.401          1.970         40.164         50.660          0.000          0.000          0.000          2.414          0.000          0.000          0.365          0.000          0.000          0.000
   365    12    31  2005       6      60  aqu60                     0.000          5.000        249.989         17.622          0.881         16.727         26.318          0.000          0.000          0.000          1.856          0.000          0.000          0.093          0.000          0.000          0.000
   365    12    31  2005       7      70  aqu70                     0.000          3.967        301.641         41.056          2.053         40.164         42.634          0.000          0.000          0.000          1.633          0.000          0.000          0.290          0.000          0.000          0.000
   365    12    31  2005       8      80  aqu80                     0.000          5.000        249.993         19.037          0.952         18.046         29.457          0.000          0.000          0.000          1.731          0.000          0.000          0.113          0.000          0.000          0.000
   365    12    31  2005       9      90  aqu90                     0.000          5.000        249.998         20.256          1.013         19.252         30.993          0.000          0.000          0.000          1.666          0.000          0.000          0.126          0.000          0.000          0.000
   365    12    31  2005      10       7  aqu_deep7                 0.000         19.382       2418.532          1.248          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2006       1      10  aqu10                     0.000          4.996        250.178         33.371          1.669         31.718         47.048          0.000          0.000          0.000          2.071          0.000          0.000          0.314          0.000          0.000          0.000
   365    12    31  2006       2      20  aqu20                     0.000          5.000        250.020         25.783          1.289         24.447         38.710          0.000          0.000          0.000          1.690          0.000          0.000          0.200          0.000          0.000          0.000
   365    12    31  2006       3      30  aqu30                     0.000          5.000        250.007         23.306          1.165         22.184         35.686          0.000          0.000          0.000          1.501          0.000          0.000          0.167          0.000          0.000          0.000
   365    12    31  2006       4      40  aqu40                     0.000          4.999        250.064         29.116          1.456         27.589         42.003          0.000          0.000          0.000          1.831          0.000          0.000          0.245          0.000          0.000          0.000
   365    12    31  2006       5      50  aqu50                     0.000          4.557        272.141         40.271          2.014         39.405         52.572          0.000          0.000          0.000          2.094          0.000          0.000          0.389          0.000          0.000          0.000
   365    12    31  2006       6      60  aqu60                     0.000          5.000        249.987         15.840          0.792         15.143         27.819          0.000          0.000          0.000          1.146          0.000          0.000          0.088          0.000          0.000          0.000
   365    12    31  2006       7      70  aqu70                     0.000          3.973        301.327         41.645          2.082         39.405         43.930          0.000          0.000          0.000          1.514          0.000          0.000          0.304          0.000          0.000          0.000
   365    12    31  2006       8      80  aqu80                     0.000          5.000        249.996         19.033          0.952         18.106         30.883          0.000          0.000          0.000          1.308          0.000          0.000          0.118          0.000          0.000          0.000
   365    12    31  2006       9      90  aqu90                     0.000          5.000        249.996         19.697          0.985         18.663         32.334          0.000          0.000          0.000          1.240          0.000          0.000          0.128          0.000          0.000          0.000
   365    12    31  2006      10       7  aqu_deep7                 0.000         19.339       2419.822          1.274          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2007       1      10  aqu10                     0.000          4.998        250.113         32.280          1.614         30.677         48.604          0.000          0.000          0.000          1.744          0.000          0.000          0.314          0.000          0.000          0.000
   365    12    31  2007       2      20  aqu20                     0.000          5.000        250.015         25.051          1.253         23.809         40.072          0.000          0.000          0.000          1.498          0.000          0.000          0.201          0.000          0.000          0.000
   365    12    31  2007       3      30  aqu30                     0.000          5.000        250.004         22.061          1.103         20.924         36.909          0.000          0.000          0.000          1.318          0.000          0.000          0.163          0.000          0.000          0.000
   365    12    31  2007       4      40  aqu40                     0.000          4.999        250.031         27.976          1.399         26.607         43.419          0.000          0.000          0.000          1.544          0.000          0.000          0.243          0.000          0.000          0.000
   365    12    31  2007       5      50  aqu50                     0.000          4.586        270.688         39.768          1.988         39.414         54.116          0.000          0.000          0.000          1.821          0.000          0.000          0.398          0.000          0.000          0.000
   365    12    31  2007       6      60  aqu60                     0.000          5.000        249.984         15.304          0.765         14.441         28.853          0.000          0.000          0.000          1.227          0.000          0.000          0.089          0.000          0.000          0.000
   365    12    31  2007       7      70  aqu70                     0.000          3.974        301.304         41.324          2.066         39.414         45.063          0.000          0.000          0.000          1.362          0.000          0.000          0.309          0.000          0.000          0.000
   365    12    31  2007       8      80  aqu80                     0.000          5.000        249.991         17.816          0.891         16.888         31.979          0.000          0.000          0.000          1.101          0.000          0.000          0.114          0.000          0.000          0.000
   365    12    31  2007       9      90  aqu90                     0.000          5.000        249.996         19.473          0.974         18.475         33.384          0.000          0.000          0.000          1.107          0.000          0.000          0.130          0.000          0.000          0.000
   365    12    31  2007      10       7  aqu_deep7                 0.000         19.298       2421.070          1.226          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   366    12    31  2008       1      10  aqu10                     0.000          4.994        250.276         32.792          1.640         30.532         50.001          0.000          0.000          0.000          1.775          0.000          0.000          0.328          0.000          0.000          0.000
   366    12    31  2008       2      20  aqu20                     0.000          4.999        250.043         26.070          1.304         24.728         41.358          0.000          0.000          0.000          1.560          0.000          0.000          0.216          0.000          0.000          0.000
   366    12    31  2008       3      30  aqu30                     0.000          5.000        250.013         23.298          1.165         22.098         38.074          0.000          0.000          0.000          1.448          0.000          0.000          0.178          0.000          0.000          0.000
   366    12    31  2008       4      40  aqu40                     0.000          4.998        250.103         28.808          1.440         27.319         44.712          0.000          0.000          0.000          1.638          0.000          0.000          0.258          0.000          0.000          0.000
   366    12    31  2008       5      50  aqu50                     0.000          4.624        268.819         39.960          1.998         39.700         55.474          0.000          0.000          0.000          1.753          0.000          0.000          0.412          0.000          0.000          0.000
   366    12    31  2008       6      60  aqu60                     0.000          5.000        249.991         17.148          0.857         16.358         29.981          0.000          0.000          0.000          1.213          0.000          0.000          0.103          0.000          0.000          0.000
   366    12    31  2008       7      70  aqu70                     0.000          3.982        300.924         41.487          2.074         39.700         46.063          0.000          0.000          0.000          1.300          0.000          0.000          0.318          0.000          0.000          0.000
   366    12    31  2008       8      80  aqu80                     0.000          5.000        250.000         19.491          0.975         18.510         33.009          0.000          0.000          0.000          1.341          0.000          0.000          0.129          0.000          0.000          0.000
   366    12    31  2008       9      90  aqu90                     0.000          5.000        250.003         20.385          1.019         19.373         34.372          0.000          0.000          0.000          1.254          0.000          0.000          0.141          0.000          0.000          0.000
   366    12    31  2008      10       7  aqu_deep7                 0.000         19.257       2422.292          1.280          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2009       1      10  aqu10                     0.000          4.998        250.090         33.199          1.660         32.135         51.434          0.000          0.000          0.000          1.551          0.000          0.000          0.341          0.000          0.000          0.000
   365    12    31  2009       2      20  aqu20                     0.000          5.000        250.014         26.048          1.302         24.751         42.653          0.000          0.000          0.000          1.278          0.000          0.000          0.222          0.000          0.000          0.000
   365    12    31  2009       3      30  aqu30                     0.000          5.000        250.007         23.451          1.173         22.273         39.291          0.000          0.000          0.000          1.159          0.000          0.000          0.184          0.000          0.000          0.000
   365    12    31  2009       4      40  aqu40                     0.000          4.999        250.025         29.280          1.464         27.830         46.059          0.000          0.000          0.000          1.377          0.000          0.000          0.270          0.000          0.000          0.000
   365    12    31  2009       5      50  aqu50                     0.000          4.650        267.494         40.359          2.018         39.915         56.816          0.000          0.000          0.000          1.648          0.000          0.000          0.429          0.000          0.000          0.000
   365    12    31  2009       6      60  aqu60                     0.000          5.000        249.986         15.918          0.796         15.076         31.011          0.000          0.000          0.000          0.927          0.000          0.000          0.099          0.000          0.000          0.000
   365    12    31  2009       7      70  aqu70                     0.000          3.983        300.842         41.619          2.081         39.915         47.022          0.000          0.000          0.000          1.201          0.000          0.000          0.325          0.000          0.000          0.000
   365    12    31  2009       8      80  aqu80                     0.000          5.000        249.998         20.192          1.010         19.218         34.144          0.000          0.000          0.000          0.998          0.000          0.000          0.138          0.000          0.000          0.000
   365    12    31  2009       9      90  aqu90                     0.000          5.000        250.004         22.484          1.124         21.336         35.441          0.000          0.000          0.000          1.045          0.000          0.000          0.160          0.000          0.000          0.000
   365    12    31  2009      10       7  aqu_deep7                 0.000         19.212       2423.627          1.294          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2010       1      10  aqu10                     0.000          4.996        250.191         32.807          1.640         30.881         52.547          0.000          0.000          0.000          1.533          0.000          0.000          0.345          0.000          0.000          0.000
   365    12    31  2010       2      20  aqu20                     0.000          5.000        250.015         25.835          1.292         24.558         43.656          0.000          0.000          0.000          1.324          0.000          0.000          0.226          0.000          0.000          0.000
   365    12    31  2010       3      30  aqu30                     0.000          5.000        250.005         23.722          1.186         22.531         40.238          0.000          0.000          0.000          1.244          0.000          0.000          0.191          0.000          0.000          0.000
   365    12    31  2010       4      40  aqu40                     0.000          4.999        250.057         29.201          1.460         27.814         47.103          0.000          0.000          0.000          1.411          0.000          0.000          0.275          0.000          0.000          0.000
   365    12    31  2010       5      50  aqu50                     0.000          4.694        265.310         39.932          1.997         40.042         57.923          0.000          0.000          0.000          1.537          0.000          0.000          0.436          0.000          0.000          0.000
   365    12    31  2010       6      60  aqu60                     0.000          5.000        249.986         16.293          0.815         15.453         31.847          0.000          0.000          0.000          1.043          0.000          0.000          0.104          0.000          0.000          0.000
   365    12    31  2010       7      70  aqu70                     0.000          3.999        300.049         41.438          2.072         40.042         47.843          0.000          0.000          0.000          1.135          0.000          0.000          0.330          0.000          0.000          0.000
   365    12    31  2010       8      80  aqu80                     0.000          5.000        249.998         20.191          1.010         19.194         35.000          0.000          0.000          0.000          1.109          0.000          0.000          0.142          0.000          0.000          0.000
   365    12    31  2010       9      90  aqu90                     0.000          5.000        250.010         23.603          1.180         22.428         36.336          0.000          0.000          0.000          1.187          0.000          0.000          0.172          0.000          0.000          0.000
   365    12    31  2010      10       7  aqu_deep7                 0.000         19.171       2424.877          1.295          0.000          0.000          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2011       1      10  aqu10                     0.000          4.999        250.072         32.817          1.641         31.504         53.716          0.000          0.000          0.000          1.317          0.000          0.000          0.353          0.000          0.000          0.000
   365    12    31  2011       2      20  aqu20                     0.000          5.000        250.014         25.202          1.260         23.942         44.719          0.000          0.000          0.000          1.097          0.000          0.000          0.225          0.000          0.000          0.000
   365    12    31  2011       3      30  aqu30                     0.000          5.000        250.005         22.522          1.126         21.413         41.237          0.000          0.000          0.000          0.985          0.000          0.000          0.186          0.000          0.000          0.000
   365    12    31  2011       4      40  aqu40                     0.000          5.000        250.020         28.917          1.446         27.456         48.202          0.000          0.000          0.000          1.176          0.000          0.000          0.279          0.000          0.000          0.000
   365    12    31  2011       5      50  aqu50                     0.000          4.719        264.050         40.056          2.003         39.245         59.014          0.000          0.000          0.000          1.426          0.000          0.000          0.448          0.000          0.000          0.000
   365    12    31  2011       6      60  aqu60                     0.000          5.000        249.979         13.732          0.687         13.148         32.724          0.000          0.000          0.000          0.788          0.000          0.000          0.090          0.000          0.000          0.000
   365    12    31  2011       7      70  aqu70                     0.000          3.998        300.083         41.423          2.071         39.245         48.613          0.000          0.000          0.000          1.026          0.000          0.000          0.336          0.000          0.000          0.000
   365    12    31  2011       8      80  aqu80                     0.000          5.000        249.998         18.858          0.943         17.874         35.896          0.000          0.000          0.000          0.828          0.000          0.000          0.135          0.000          0.000          0.000
   365    12    31  2011       9      90  aqu90                     0.000          5.000        250.004         22.871          1.144         21.752         37.290          0.000          0.000          0.000          0.936          0.000          0.000          0.171          0.000          0.000          0.000
   365    12    31  2011      10       7  aqu_deep7                 0.000         19.127       2426.198          1.255          0.000          0.000          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   366    12    31  2012       1      10  aqu10                     0.000          4.996        250.195         32.566          1.628         30.682         54.617          0.000          0.000          0.000          1.392          0.000          0.000          0.356          0.000          0.000          0.000
   366    12    31  2012       2      20  aqu20                     0.000          5.000        250.016         25.134          1.257         23.863         45.565          0.000          0.000          0.000          1.203          0.000          0.000          0.229          0.000          0.000          0.000
   366    12    31  2012       3      30  aqu30                     0.000          5.000        250.011         22.795          1.140         21.705         42.039          0.000          0.000          0.000          1.135          0.000          0.000          0.192          0.000          0.000          0.000
   366    12    31  2012       4      40  aqu40                     0.000          4.999        250.056         28.722          1.436         27.228         49.066          0.000          0.000          0.000          1.274          0.000          0.000          0.282          0.000          0.000          0.000
   366    12    31  2012       5      50  aqu50                     0.000          4.755        262.272         39.747          1.987         39.543         59.901          0.000          0.000          0.000          1.355          0.000          0.000          0.454          0.000          0.000          0.000
   366    12    31  2012       6      60  aqu60                     0.000          5.000        249.985         15.162          0.758         14.299         33.500          0.000          0.000          0.000          1.113          0.000          0.000          0.102          0.000          0.000          0.000
   366    12    31  2012       7      70  aqu70                     0.000          4.003        299.834         41.380          2.069         39.543         49.263          0.000          0.000          0.000          0.990          0.000          0.000          0.340          0.000          0.000          0.000
   366    12    31  2012       8      80  aqu80                     0.000          5.000        249.995         18.835          0.942         17.958         36.607          0.000          0.000          0.000          0.980          0.000          0.000          0.138          0.000          0.000          0.000
   366    12    31  2012       9      90  aqu90                     0.000          5.000        250.006         22.000          1.100         20.881         38.052          0.000          0.000          0.000          0.990          0.000          0.000          0.168          0.000          0.000          0.000
   366    12    31  2012      10       7  aqu_deep7                 0.000         19.086       2427.406          1.255          0.000          0.000          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
   365    12    31  2013       1      10  aqu10                     0.000          4.993        250.359         34.667          1.733         32.240         55.707          0.000          0.000          0.000          1.424          0.000          0.000          0.386          0.000          0.000          0.000
   365    12    31  2013       2      20  aqu20                     0.000          4.999        250.035         27.753          1.388         26.393         46.575          0.000          0.000          0.000          1.235          0.000          0.000          0.259          0.000          0.000          0.000
   365    12    31  2013       3      30  aqu30                     0.000          5.000        250.023         25.473          1.274         24.187         42.995          0.000          0.000          0.000          1.126          0.000          0.000          0.219          0.000          0.000          0.000
   365    12    31  2013       4      40  aqu40                     0.000          4.998        250.114         31.022          1.551         29.458         50.088          0.000          0.000          0.000          1.290          0.000          0.000          0.311          0.000          0.000          0.000
   365    12    31  2013       5      50  aqu50                     0.000          4.784        260.778         40.950          2.047         39.971         60.826          0.000          0.000          0.000          1.352          0.000          0.000          0.478          0.000          0.000          0.000
   365    12    31  2013       6      60  aqu60                     0.000          5.000        249.993         18.553          0.928         17.650         34.499          0.000          0.000          0.000          1.020          0.000          0.000          0.128          0.000          0.000          0.000
   365    12    31  2013       7      70  aqu70                     0.000          4.008        299.624         42.148          2.107         39.971         49.896          0.000          0.000          0.000          0.939          0.000          0.000          0.351          0.000          0.000          0.000
   365    12    31  2013       8      80  aqu80                     0.000          5.000        250.004         21.900          1.095         20.742         37.457          0.000          0.000          0.000          0.992          0.000          0.000          0.164          0.000          0.000          0.000
   365    12    31  2013       9      90  aqu90                     0.000          4.999        250.031         24.081          1.204         22.907         38.869          0.000          0.000          0.000          1.000          0.000          0.000          0.188          0.000          0.000          0.000
   365    12    31  2013      10       7  aqu_deep7                 0.000         19.042       2428.728          1.382          0.000          0.000          0.002          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000
