 Trial_Robit               SWAT+ Oct 10 2019    MODULAR Rev 2019.60.1                                     
  jday   mon   day    yr    unit  gis_id  name                  precip     snofall      snomlt    surq_gen        latq    wateryld        perc          et       tloss      eplant       esoil   surq_cont          cn          sw      sw_300     snopack         pet       qtile         irr  surq_runon  latq_runon    overbank    surq_cha    surq_res     surq_ls    latq_cha    latq_res     latq_ls
                                                                  mm            mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm         ---          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm
   365    12    31  1995      55      55  hru55                620.921       0.000       0.000     104.351     108.375     212.726      16.570     341.815       0.000      39.692     302.123     104.351      88.337     185.840       8.417       0.000    2069.026       0.000       0.000       0.000       0.000       0.000     104.351       0.000       0.000     108.375       0.000       0.000
   365    12    31  1995      56      56  hru56                620.921       0.000       0.000     107.368     104.245     211.613      17.325     340.941       0.000      37.981     302.960     107.368      88.577     188.855       8.417       0.000    2068.306       0.000       0.000       0.000       0.000       0.000     107.368       0.000       0.000     104.245       0.000       0.000
   365    12    31  1995      57      57  hru57                620.921       0.000       0.000     106.769     105.024     211.793      17.181     341.171       0.000      38.239     302.932     106.769      88.532     188.279       8.418       0.000    2067.239       0.000       0.000       0.000       0.000       0.000     106.769       0.000       0.000     105.024       0.000       0.000
   365    12    31  1995      58      58  hru58                620.921       0.000       0.000     104.075     107.400     211.475      16.521     357.065       0.000      65.911     291.154     104.075      88.545     188.003       8.653       0.000    2067.203       0.000       0.000       0.000       0.000       0.000     104.075       0.000       0.000     107.400       0.000       0.000
   365    12    31  1995      59      59  hru59                620.921       0.000       0.000     105.674     106.416     212.090      16.940     345.855       0.000      44.804     301.051     105.674      88.500     187.779       8.462       0.000    2067.579       0.000       0.000       0.000       0.000       0.000     105.674       0.000       0.000     106.416       0.000       0.000
   365    12    31  1995      60      60  hru60                620.921       0.000       0.000     245.910      29.221     275.131      36.997     308.654       0.000       0.000     308.654     245.910      95.684     289.109      10.518       0.000    2068.881       0.000       0.000       0.000       0.000       0.000     245.910       0.000       0.000      29.221       0.000       0.000
   365    12    31  1995      61      61  hru61                620.921       0.000       0.000     243.972      30.845     274.817      36.777     309.253       0.000       0.000     309.253     243.972      95.629     287.980      10.487       0.000    2068.151       0.000       0.000       0.000       0.000       0.000     243.972       0.000       0.000      30.845       0.000       0.000
   365    12    31  1995      62      62  hru62                620.921       0.000       0.000     245.228      29.754     274.982      36.919     308.895       0.000       0.000     308.895     245.228      95.665     288.714      10.507       0.000    2068.226       0.000       0.000       0.000       0.000       0.000     245.228       0.000       0.000      29.754       0.000       0.000
   365    12    31  1995      63      63  hru63                620.921       0.000       0.000     239.576      34.628     274.204      36.269     310.539       0.000       0.000     310.539     239.576      95.502     285.404      10.424       0.000    2067.412       0.000       0.000       0.000       0.000       0.000     239.576       0.000       0.000      34.628       0.000       0.000
   365    12    31  1995      64      64  hru64                620.921       0.000       0.000     247.007      28.195     275.202      37.119     308.390       0.000       0.000     308.390     247.007      95.715     289.740      10.535       0.000    2067.747       0.000       0.000       0.000       0.000       0.000     247.007       0.000       0.000      28.195       0.000       0.000
   365    12    31  1995      65      65  hru65                620.921       0.000       0.000     233.013      40.397     273.410      35.475     312.393       0.000       0.000     312.393     233.013      95.303     281.519      10.349       0.000    2067.128       0.000       0.000       0.000       0.000       0.000     233.013       0.000       0.000      40.397       0.000       0.000
   365    12    31  1995      66      66  hru66                620.921       0.000       0.000     265.031      14.093     279.124      38.865     301.617       0.000       0.000     301.617     265.031      96.164     299.555      10.937       0.000    2067.603       0.000       0.000       0.000       0.000       0.000     265.031       0.000       0.000      14.093       0.000       0.000
   365    12    31  1995      67      67  hru67                620.921       0.000       0.000     236.322      37.498     273.819      35.879     311.448       0.000       0.000     311.448     236.322      95.404     283.482      10.384       0.000    2067.419       0.000       0.000       0.000       0.000       0.000     236.322       0.000       0.000      37.498       0.000       0.000
   365    12    31  1995      68      68  hru68                620.921       0.000       0.000     113.381      97.037     210.418      18.832     339.812       0.000      36.743     303.069     113.381      89.058     194.859       8.405       0.000    2066.289       0.000       0.000       0.000       0.000       0.000     113.381       0.000       0.000      97.037       0.000       0.000
   365    12    31  1995      69      69  hru69                620.921       0.000       0.000     167.527     100.517     268.044      25.692     330.210       0.000       0.000     330.210     167.527      92.654     238.821      10.244       0.000    2066.621       0.000       0.000       0.000       0.000       0.000     167.527       0.000       0.000     100.517       0.000       0.000
   365    12    31  1995      70      70  hru70                620.921       0.000       0.000     169.538      98.584     268.122      26.049     329.680       0.000       0.000     329.680     169.538      92.758     240.292      10.235       0.000    2066.532       0.000       0.000       0.000       0.000       0.000     169.538       0.000       0.000      98.584       0.000       0.000
   365    12    31  1995      71      71  hru71                620.921       0.000       0.000     165.976     101.900     267.876      25.416     330.705       0.000       0.000     330.705     165.976      92.573     237.690      10.251       0.000    2065.536       0.000       0.000       0.000       0.000       0.000     165.976       0.000       0.000     101.900       0.000       0.000
   365    12    31  1995      72      72  hru72                620.921       0.000       0.000     163.552     104.213     267.765      24.976     331.360       0.000       0.000     331.360     163.552      92.443     235.888      10.264       0.000    2065.426       0.000       0.000       0.000       0.000       0.000     163.552       0.000       0.000     104.213       0.000       0.000
   365    12    31  1995      73      73  hru73                620.921       0.000       0.000     276.919       5.320     282.238      39.857     296.902       0.000       0.000     296.902     276.919      96.433     305.937      11.317       0.000    2070.227       0.000       0.000       0.000       0.000       0.000     276.919       0.000       0.000       5.320       0.000       0.000
   365    12    31  1995      74      74  hru74                620.921       0.000       0.000     268.331      11.821     280.152      39.152     300.175       0.000       0.000     300.175     268.331      96.240     301.324      11.032       0.000    2070.181       0.000       0.000       0.000       0.000       0.000     268.331       0.000       0.000      11.821       0.000       0.000
   365    12    31  1995      75      75  hru75                620.921       0.000       0.000     313.007       4.258     317.265      41.895     261.928       0.000       0.000     261.928     313.007      97.218     280.826      17.536       0.000    2070.361       0.000       0.000       0.000       0.000       0.000     313.007       0.000       0.000       4.258       0.000       0.000
   365    12    31  1995      76      76  hru76                620.921       0.000       0.000     110.032     101.673     211.705      17.992     340.211       0.000      36.941     303.270     110.032      88.791     191.511       8.413       0.000    2069.055       0.000       0.000       0.000       0.000       0.000     110.032       0.000       0.000     101.673       0.000       0.000
   365    12    31  1995      77      77  hru77                620.921       0.000       0.000     105.911     106.183     212.094      16.997     345.507       0.000      44.062     301.445     105.911      88.515     187.969       8.458       0.000    2067.509       0.000       0.000       0.000       0.000       0.000     105.911       0.000       0.000     106.183       0.000       0.000
   365    12    31  1995      78      78  hru78                620.921       0.000       0.000      90.804     141.401     232.205      22.943     371.658       0.000     188.341     183.317      90.804      83.351     208.857       8.448       0.000    2067.729       0.000       0.000       0.000       0.000       0.000      90.804       0.000       0.000     141.401       0.000       0.000
   365    12    31  1995      79      79  hru79                620.921       0.000       0.000     313.814       3.718     317.532      41.932     261.611       0.000       0.000     261.611     313.814      97.232     281.252      17.628       0.000    2070.445       0.000       0.000       0.000       0.000       0.000     313.814       0.000       0.000       3.718       0.000       0.000
   365    12    31  1995      80      80  hru80                620.921       0.000       0.000     166.298     101.675     267.973      25.472     330.553       0.000       0.000     330.553     166.298      92.589     237.918      10.250       0.000    2066.414       0.000       0.000       0.000       0.000       0.000     166.298       0.000       0.000     101.675       0.000       0.000
   365    12    31  1995      81      81  hru81                620.921       0.000       0.000     112.099      98.135     210.234      18.515     340.108       0.000      36.800     303.308     112.099      88.956     193.599       8.409       0.000    2065.546       0.000       0.000       0.000       0.000       0.000     112.099       0.000       0.000      98.135       0.000       0.000
   365    12    31  1995      82      82  hru82                620.921       0.000       0.000     115.586      95.471     211.057      19.390     339.534       0.000      36.732     302.802     115.586      89.239     197.072       8.391       0.000    2065.609       0.000       0.000       0.000       0.000       0.000     115.586       0.000       0.000      95.471       0.000       0.000
   365    12    31  1995      83      83  hru83                620.921       0.000       0.000     158.505     108.641     267.146      24.016     332.771       0.000       0.000     332.771     158.505      92.162     232.044      10.301       0.000    2064.756       0.000       0.000       0.000       0.000       0.000     158.505       0.000       0.000     108.641       0.000       0.000
   365    12    31  1995      84      84  hru84                620.921       0.000       0.000     167.039     100.785     267.824      25.610     330.500       0.000       0.000     330.500     167.039      92.630     238.487      10.246       0.000    2064.505       0.000       0.000       0.000       0.000       0.000     167.039       0.000       0.000     100.785       0.000       0.000
   365    12    31  1995      85      85  hru85                620.921       0.000       0.000     245.524      29.258     274.782      36.958     308.994       0.000       0.000     308.994     245.524      95.675     288.899      10.509       0.000    2065.798       0.000       0.000       0.000       0.000       0.000     245.524       0.000       0.000      29.258       0.000       0.000
   365    12    31  1995      86      86  hru86                620.921       0.000       0.000     162.145     105.535     267.680      24.714     331.760       0.000       0.000     331.760     162.145      92.367     234.832      10.273       0.000    2065.105       0.000       0.000       0.000       0.000       0.000     162.145       0.000       0.000     105.535       0.000       0.000
   365    12    31  1995      87      87  hru87                620.921       0.000       0.000     111.643      99.019     210.662      18.406     340.178       0.000      36.803     303.375     111.643      88.923     193.162       8.411       0.000    2065.510       0.000       0.000       0.000       0.000       0.000     111.643       0.000       0.000      99.019       0.000       0.000
   365    12    31  1995      88      88  hru88                620.921       0.000       0.000     164.112     103.598     267.710      25.080     331.274       0.000       0.000     331.274     164.112      92.475     236.316      10.261       0.000    2064.593       0.000       0.000       0.000       0.000       0.000     164.112       0.000       0.000     103.598       0.000       0.000
   365    12    31  1995      89      89  hru89                620.921       0.000       0.000     164.181     103.639     267.820      25.090     331.169       0.000       0.000     331.169     164.181      92.477     236.354      10.260       0.000    2065.737       0.000       0.000       0.000       0.000       0.000     164.181       0.000       0.000     103.639       0.000       0.000
   365    12    31  1995      90      90  hru90                620.921       0.000       0.000     163.987     103.772     267.759      25.056     331.263       0.000       0.000     331.263     163.987      92.467     236.216      10.262       0.000    2065.169       0.000       0.000       0.000       0.000       0.000     163.987       0.000       0.000     103.772       0.000       0.000
   365    12    31  1995      91      91  hru91                620.921       0.000       0.000     165.374     102.446     267.820      25.309     330.891       0.000       0.000     330.891     165.374      92.542     237.248      10.254       0.000    2065.206       0.000       0.000       0.000       0.000       0.000     165.374       0.000       0.000     102.446       0.000       0.000
   366    12    31  1996       1       1  hru01                525.448       0.000       0.000     205.905      31.184     237.089      36.632     259.280       0.000       0.000     259.280     205.905      95.532     285.591      10.048       0.000    2094.873       0.000       0.000       0.000       0.000       0.000     205.905       0.000       0.000      31.184       0.000       0.000
   366    12    31  1996       2       2  hru02                525.448       0.000       0.000     200.296      36.281     236.576      35.890     259.672       0.000       0.000     259.672     200.296      95.349     282.012       9.938       0.000    2094.572       0.000       0.000       0.000       0.000       0.000     200.296       0.000       0.000      36.281       0.000       0.000
   366    12    31  1996       3       3  hru03                525.448       0.000       0.000     207.511      29.038     236.550      36.935     258.671       0.000       0.000     258.671     207.511      95.608     287.159      10.086       0.000    2094.646       0.000       0.000       0.000       0.000       0.000     207.511       0.000       0.000      29.038       0.000       0.000
   366    12    31  1996       4       4  hru04                525.448       0.000       0.000     200.230      36.354     236.584      35.880     259.674       0.000       0.000     259.674     200.230      95.346     281.964       9.937       0.000    2094.653       0.000       0.000       0.000       0.000       0.000     200.230       0.000       0.000      36.354       0.000       0.000
   366    12    31  1996       5       5  hru05                525.448       0.000       0.000     196.030      40.618     236.648      35.244     260.233       0.000       0.000     260.233     196.030      95.187     278.926       9.863       0.000    2094.569       0.000       0.000       0.000       0.000       0.000     196.030       0.000       0.000      40.618       0.000       0.000
   366    12    31  1996       6       6  hru06                525.448       0.000       0.000     107.323      98.917     206.240      18.988     360.514       0.000     292.140      68.375     107.323      89.739     199.307       7.477       0.000    2094.993       0.000       0.000       0.000       0.000       0.000     107.323       0.000       0.000      98.917       0.000       0.000
   366    12    31  1996       7       7  hru07                525.448       0.000       0.000     143.648      96.570     240.218      25.429     265.356       0.000       0.000     265.356     143.648      92.518     236.615       9.473       0.000    2095.241       0.000       0.000       0.000       0.000       0.000     143.648       0.000       0.000      96.570       0.000       0.000
   366    12    31  1996       8       8  hru08                525.448       0.000       0.000     222.785      14.608     237.392      38.870     256.321       0.000       0.000     256.321     222.785      96.107     297.845      10.574       0.000    2095.542       0.000       0.000       0.000       0.000       0.000     222.785       0.000       0.000      14.608       0.000       0.000
   366    12    31  1996       9       9  hru09                525.448       0.000       0.000     203.897      32.637     236.534      36.420     259.194       0.000       0.000     259.194     203.897      95.480     284.592      10.009       0.000    2094.431       0.000       0.000       0.000       0.000       0.000     203.897       0.000       0.000      32.637       0.000       0.000
   366    12    31  1996      10      10  hru10                525.448       0.000       0.000     203.463      33.052     236.515      36.357     259.277       0.000       0.000     259.277     203.463      95.465     284.284      10.000       0.000    2094.152       0.000       0.000       0.000       0.000       0.000     203.463       0.000       0.000      33.052       0.000       0.000
   366    12    31  1996      11      11  hru11                525.448       0.000       0.000     228.489       9.320     237.809      39.481     255.392       0.000       0.000     255.392     228.489      96.277     301.774      10.830       0.000    2095.849       0.000       0.000       0.000       0.000       0.000     228.489       0.000       0.000       9.320       0.000       0.000
   366    12    31  1996      12      12  hru12                525.448       0.000       0.000     204.272      32.248     236.520      36.475     259.155       0.000       0.000     259.155     204.272      95.494     284.861      10.016       0.000    2094.277       0.000       0.000       0.000       0.000       0.000     204.272       0.000       0.000      32.248       0.000       0.000
   366    12    31  1996      13      13  hru13                525.448       0.000       0.000     113.498      31.659     145.157      33.618     397.175       0.000     298.828      98.347     113.498      88.271     245.147       5.978       0.000    2093.883       0.000       0.000       0.000       0.000       0.000     113.498       0.000       0.000      31.659       0.000       0.000
   366    12    31  1996      14      14  hru14                525.448       0.000       0.000     208.107      28.400     236.507      37.020     258.635       0.000       0.000     258.635     208.107      95.629     287.584      10.099       0.000    2094.068       0.000       0.000       0.000       0.000       0.000     208.107       0.000       0.000      28.400       0.000       0.000
   366    12    31  1996      15      15  hru15                525.448       0.000       0.000     202.975      33.509     236.484      36.286     259.380       0.000       0.000     259.380     202.975      95.447     283.938       9.990       0.000    2093.722       0.000       0.000       0.000       0.000       0.000     202.975       0.000       0.000      33.509       0.000       0.000
   366    12    31  1996      16      16  hru16                525.448       0.000       0.000     202.095      34.362     236.457      36.159     259.533       0.000       0.000     259.533     202.095      95.415     283.312       9.972       0.000    2093.315       0.000       0.000       0.000       0.000       0.000     202.095       0.000       0.000      34.362       0.000       0.000
   366    12    31  1996      17      17  hru17                525.448       0.000       0.000     203.654      32.818     236.473      36.386     259.294       0.000       0.000     259.294     203.654      95.472     284.424      10.003       0.000    2093.633       0.000       0.000       0.000       0.000       0.000     203.654       0.000       0.000      32.818       0.000       0.000
   366    12    31  1996      18      18  hru18                525.448       0.000       0.000     205.488      30.948     236.436      36.652     259.072       0.000       0.000     259.072     205.488      95.538     285.733      10.041       0.000    2093.244       0.000       0.000       0.000       0.000       0.000     205.488       0.000       0.000      30.948       0.000       0.000
   366    12    31  1996      19      19  hru19                525.448       0.000       0.000     142.434      97.711     240.145      25.162     265.677       0.000       0.000     265.677     142.434      92.440     235.540       9.474       0.000    2092.500       0.000       0.000       0.000       0.000       0.000     142.434       0.000       0.000      97.711       0.000       0.000
   366    12    31  1996      20      20  hru20                525.448       0.000       0.000     203.807      32.627     236.434      36.410     259.311       0.000       0.000     259.311     203.807      95.478     284.537      10.006       0.000    2093.171       0.000       0.000       0.000       0.000       0.000     203.807       0.000       0.000      32.627       0.000       0.000
   366    12    31  1996      21      21  hru21                525.448       0.000       0.000     204.855      31.580     236.435      36.561     259.162       0.000       0.000     259.162     204.855      95.515     285.283      10.027       0.000    2093.225       0.000       0.000       0.000       0.000       0.000     204.855       0.000       0.000      31.580       0.000       0.000
   366    12    31  1996      22      22  hru22                525.448       0.000       0.000     134.994     106.086     241.079      23.417     266.223       0.000       0.000     266.223     134.994      91.921     228.508       9.477       0.000    2092.180       0.000       0.000       0.000       0.000       0.000     134.994       0.000       0.000     106.086       0.000       0.000
   366    12    31  1996      23      23  hru23                525.448       0.000       0.000     196.592      39.921     236.513      35.335     260.288       0.000       0.000     260.288     196.592      95.209     279.346       9.871       0.000    2093.037       0.000       0.000       0.000       0.000       0.000     196.592       0.000       0.000      39.921       0.000       0.000
   366    12    31  1996      24      24  hru24                525.448       0.000       0.000     203.525      32.905     236.430      36.368     259.357       0.000       0.000     259.357     203.525      95.467     284.335      10.000       0.000    2093.086       0.000       0.000       0.000       0.000       0.000     203.525       0.000       0.000      32.905       0.000       0.000
   366    12    31  1996      25      25  hru25                525.448       0.000       0.000      56.145     113.248     169.394      21.109     372.907       0.000     275.155      97.752      56.145      81.410     192.405       5.636       0.000    2091.881       0.000       0.000       0.000       0.000       0.000      56.145       0.000       0.000     113.248       0.000       0.000
   366    12    31  1996      26      26  hru26                525.448       0.000       0.000     112.070      33.659     145.729      33.410     396.255       0.000     297.923      98.332     112.070      88.143     244.139       5.953       0.000    2092.898       0.000       0.000       0.000       0.000       0.000     112.070       0.000       0.000      33.659       0.000       0.000
   366    12    31  1996      27      27  hru27                525.448       0.000       0.000      83.792     101.264     185.056      16.646     384.314       0.000     304.792      79.522      83.792      88.856     188.641       7.305       0.000    2091.615       0.000       0.000       0.000       0.000       0.000      83.792       0.000       0.000     101.264       0.000       0.000
   366    12    31  1996      28      28  hru28                525.448       0.000       0.000     198.909      37.522     236.431      35.688     260.027       0.000       0.000     260.027     198.909      95.298     281.027       9.911       0.000    2092.523       0.000       0.000       0.000       0.000       0.000     198.909       0.000       0.000      37.522       0.000       0.000
   366    12    31  1996      29      29  hru29                525.448       0.000       0.000      70.588      92.982     163.571      25.109     376.048       0.000     278.177      97.871      70.588      83.468     208.479       5.639       0.000    2092.686       0.000       0.000       0.000       0.000       0.000      70.588       0.000       0.000      92.982       0.000       0.000
   366    12    31  1996      30      30  hru30                525.448       0.000       0.000     223.169      14.031     237.200      38.917     256.486       0.000       0.000     256.486     223.169      96.119     298.124      10.587       0.000    2092.815       0.000       0.000       0.000       0.000       0.000     223.169       0.000       0.000      14.031       0.000       0.000
   366    12    31  1996      31      31  hru31                525.448       0.000       0.000     138.760     101.800     240.561      24.315     265.999       0.000       0.000     265.999     138.760      92.190     232.121       9.475       0.000    2091.792       0.000       0.000       0.000       0.000       0.000     138.760       0.000       0.000     101.800       0.000       0.000
   366    12    31  1996      32      32  hru32                525.448       0.000       0.000      91.551     100.702     192.253      17.435     375.658       0.000     299.424      76.234      91.551      89.184     192.537       7.397       0.000    2092.006       0.000       0.000       0.000       0.000       0.000      91.551       0.000       0.000     100.702       0.000       0.000
   366    12    31  1996      33      33  hru33                525.448       0.000       0.000     138.557     101.985     240.542      24.269     266.061       0.000       0.000     266.061     138.557      92.177     231.937       9.475       0.000    2091.234       0.000       0.000       0.000       0.000       0.000     138.557       0.000       0.000     101.985       0.000       0.000
   366    12    31  1996      34      34  hru34                525.448       0.000       0.000     136.175     104.746     240.921      23.702     266.168       0.000       0.000     266.168     136.175      92.007     229.655       9.476       0.000    2091.899       0.000       0.000       0.000       0.000       0.000     136.175       0.000       0.000     104.746       0.000       0.000
   366    12    31  1996      35      35  hru35                525.448       0.000       0.000     110.569      98.729     209.298      19.223     357.290       0.000     276.973      80.317     110.569      89.819     200.335       7.513       0.000    2091.814       0.000       0.000       0.000       0.000       0.000     110.569       0.000       0.000      98.729       0.000       0.000
   366    12    31  1996      36      36  hru36                525.448       0.000       0.000      79.818     105.116     184.934      15.481     377.875       0.000     273.534     104.341      79.818      88.584     185.527       7.551       0.000    2090.812       0.000       0.000       0.000       0.000       0.000      79.818       0.000       0.000     105.116       0.000       0.000
   366    12    31  1996      37      37  hru37                525.448       0.000       0.000     141.939      98.428     240.368      25.043     265.548       0.000       0.000     265.548     141.939      92.405     235.054       9.474       0.000    2094.451       0.000       0.000       0.000       0.000       0.000     141.939       0.000       0.000      98.428       0.000       0.000
   366    12    31  1996      38      38  hru38                525.448       0.000       0.000     225.671      11.923     237.594      39.184     255.855       0.000       0.000     255.855     225.671      96.194     299.836      10.700       0.000    2095.687       0.000       0.000       0.000       0.000       0.000     225.671       0.000       0.000      11.923       0.000       0.000
   366    12    31  1996      39      39  hru39                525.448       0.000       0.000     197.298      39.371     236.669      35.439     260.018       0.000       0.000     260.018     197.298      95.235     279.843       9.884       0.000    2095.170       0.000       0.000       0.000       0.000       0.000     197.298       0.000       0.000      39.371       0.000       0.000
   366    12    31  1996      40      40  hru40                525.448       0.000       0.000     144.324      95.733     240.057      25.584     265.387       0.000       0.000     265.387     144.324      92.563     237.247       9.474       0.000    2094.286       0.000       0.000       0.000       0.000       0.000     144.324       0.000       0.000      95.733       0.000       0.000
   366    12    31  1996      41      41  hru41                525.448       0.000       0.000     238.753       0.000     238.753      40.442     253.694       0.000       0.000     253.694     238.753      96.563     308.771      11.393       0.000    2095.923       0.000       0.000       0.000       0.000       0.000     238.753       0.000       0.000       0.000       0.000       0.000
   366    12    31  1996      42      42  hru42                525.448       0.000       0.000     226.092      11.537     237.629      39.229     255.783       0.000       0.000     255.783     226.092      96.206     300.126      10.719       0.000    2095.755       0.000       0.000       0.000       0.000       0.000     226.092       0.000       0.000      11.537       0.000       0.000
   366    12    31  1996      43      43  hru43                525.448       0.000       0.000     143.557      96.676     240.232      25.408     265.360       0.000       0.000     265.360     143.557      92.511     236.531       9.473       0.000    2095.278       0.000       0.000       0.000       0.000       0.000     143.557       0.000       0.000      96.676       0.000       0.000
   366    12    31  1996      44      44  hru44                525.448       0.000       0.000     236.172       2.306     238.478      40.216     254.127       0.000       0.000     254.127     236.172      96.493     307.021      11.238       0.000    2095.917       0.000       0.000       0.000       0.000       0.000     236.172       0.000       0.000       2.306       0.000       0.000
   366    12    31  1996      45      45  hru45                525.448       0.000       0.000     138.971     101.776     240.747      24.355     265.765       0.000       0.000     265.765     138.971      92.201     232.280       9.475       0.000    2094.393       0.000       0.000       0.000       0.000       0.000     138.971       0.000       0.000     101.776       0.000       0.000
   366    12    31  1996      46      46  hru46                525.448       0.000       0.000     224.638      12.885     237.524      39.072     256.018       0.000       0.000     256.018     224.638      96.163     299.124      10.655       0.000    2095.686       0.000       0.000       0.000       0.000       0.000     224.638       0.000       0.000      12.885       0.000       0.000
   366    12    31  1996      47      47  hru47                525.448       0.000       0.000     146.671      93.177     239.848      26.106     265.128       0.000       0.000     265.128     146.671      92.714     239.358       9.473       0.000    2095.254       0.000       0.000       0.000       0.000       0.000     146.671       0.000       0.000      93.177       0.000       0.000
   366    12    31  1996      48      48  hru48                525.448       0.000       0.000     139.607     101.084     240.690      24.503     265.692       0.000       0.000     265.692     139.607      92.245     232.874       9.474       0.000    2094.725       0.000       0.000       0.000       0.000       0.000     139.607       0.000       0.000     101.084       0.000       0.000
   366    12    31  1996      49      49  hru49                525.448       0.000       0.000     141.468      98.917     240.384      24.936     265.628       0.000       0.000     265.628     141.468      92.373     234.625       9.474       0.000    2093.914       0.000       0.000       0.000       0.000       0.000     141.468       0.000       0.000      98.917       0.000       0.000
   366    12    31  1996      50      50  hru50                525.448       0.000       0.000     110.655      99.015     209.670      19.225     356.810       0.000     276.543      80.268     110.655      89.819     200.340       7.515       0.000    2094.649       0.000       0.000       0.000       0.000       0.000     110.655       0.000       0.000      99.015       0.000       0.000
   366    12    31  1996      51      51  hru51                525.448       0.000       0.000     198.383      38.145     236.528      35.607     260.002       0.000       0.000     260.002     198.383      95.277     280.640       9.902       0.000    2093.652       0.000       0.000       0.000       0.000       0.000     198.383       0.000       0.000      38.145       0.000       0.000
   366    12    31  1996      52      52  hru52                525.448       0.000       0.000     136.659     104.306     240.964      23.813     266.021       0.000       0.000     266.021     136.659      92.039     230.098       9.476       0.000    2093.247       0.000       0.000       0.000       0.000       0.000     136.659       0.000       0.000     104.306       0.000       0.000
   366    12    31  1996      53      53  hru53                525.448       0.000       0.000     195.654      41.011     236.665      35.185     260.272       0.000       0.000     260.272     195.654      95.172     278.652       9.858       0.000    2094.678       0.000       0.000       0.000       0.000       0.000     195.654       0.000       0.000      41.011       0.000       0.000
   366    12    31  1996      54      54  hru54                525.448       0.000       0.000      91.140     101.492     192.632      17.294     375.265       0.000     299.020      76.244      91.140      89.135     191.972       7.400       0.000    2094.426       0.000       0.000       0.000       0.000       0.000      91.140       0.000       0.000     101.492       0.000       0.000
   366    12    31  1996      55      55  hru55                525.448       0.000       0.000      79.920     106.290     186.209      15.515     356.088       0.000     244.912     111.176      79.920      88.971     189.974       8.149       0.000    2094.606       0.000       0.000       0.000       0.000       0.000      79.920       0.000       0.000     106.290       0.000       0.000
   366    12    31  1996      56      56  hru56                525.448       0.000       0.000      82.067     102.781     184.848      16.249     382.916       0.000     299.431      83.485      82.067      88.753     187.431       7.359       0.000    2093.814       0.000       0.000       0.000       0.000       0.000      82.067       0.000       0.000     102.781       0.000       0.000
   366    12    31  1996      57      57  hru57                525.448       0.000       0.000      81.436     103.180     184.616      16.038     385.223       0.000     303.100      82.123      81.436      88.598     185.697       7.248       0.000    2092.643       0.000       0.000       0.000       0.000       0.000      81.436       0.000       0.000     103.180       0.000       0.000
   366    12    31  1996      58      58  hru58                525.448       0.000       0.000      79.866     105.326     185.192      15.475     377.553       0.000     273.257     104.296      79.866      88.582     185.501       7.552       0.000    2092.602       0.000       0.000       0.000       0.000       0.000      79.866       0.000       0.000     105.326       0.000       0.000
   366    12    31  1996      59      59  hru59                525.448       0.000       0.000      80.617     104.442     185.059      15.853     367.732       0.000     277.355      90.376      80.617      88.888     188.923       7.755       0.000    2093.016       0.000       0.000       0.000       0.000       0.000      80.617       0.000       0.000     104.442       0.000       0.000
   366    12    31  1996      60      60  hru60                525.448       0.000       0.000     207.555      28.979     236.534      36.942     258.682       0.000       0.000     258.682     207.555      95.610     287.191      10.087       0.000    2094.447       0.000       0.000       0.000       0.000       0.000     207.555       0.000       0.000      28.979       0.000       0.000
   366    12    31  1996      61      61  hru61                525.448       0.000       0.000     205.890      30.578     236.467      36.708     258.983       0.000       0.000     258.983     205.890      95.552     286.016      10.050       0.000    2093.644       0.000       0.000       0.000       0.000       0.000     205.890       0.000       0.000      30.578       0.000       0.000
   366    12    31  1996      62      62  hru62                525.448       0.000       0.000     206.971      29.505     236.475      36.861     258.824       0.000       0.000     258.824     206.971      95.590     286.782      10.073       0.000    2093.727       0.000       0.000       0.000       0.000       0.000     206.971       0.000       0.000      29.505       0.000       0.000
   366    12    31  1996      63      63  hru63                525.448       0.000       0.000     202.122      34.296     236.418      36.165     259.570       0.000       0.000     259.570     202.122      95.417     283.334       9.972       0.000    2092.833       0.000       0.000       0.000       0.000       0.000     202.122       0.000       0.000      34.296       0.000       0.000
   366    12    31  1996      64      64  hru64                525.448       0.000       0.000     208.479      27.970     236.450      37.075     258.654       0.000       0.000     258.654     208.479      95.642     287.853      10.106       0.000    2093.201       0.000       0.000       0.000       0.000       0.000     208.479       0.000       0.000      27.970       0.000       0.000
   366    12    31  1996      65      65  hru65                525.448       0.000       0.000     196.511      39.962     236.473      35.323     260.341       0.000       0.000     260.341     196.511      95.207     279.291       9.869       0.000    2092.521       0.000       0.000       0.000       0.000       0.000     196.511       0.000       0.000      39.962       0.000       0.000
   366    12    31  1996      66      66  hru66                525.448       0.000       0.000     223.055      14.155     237.211      38.904     256.485       0.000       0.000     256.485     223.055      96.116     298.045      10.583       0.000    2093.042       0.000       0.000       0.000       0.000       0.000     223.055       0.000       0.000      14.155       0.000       0.000
   366    12    31  1996      67      67  hru67                525.448       0.000       0.000     199.335      37.115     236.451      35.751     259.944       0.000       0.000     259.944     199.335      95.314     281.332       9.919       0.000    2092.841       0.000       0.000       0.000       0.000       0.000     199.335       0.000       0.000      37.115       0.000       0.000
