 Trial_Robit               SWAT+ Oct 10 2019    MODULAR Rev 2019.60.1                                     
   jday   mon   day    yr   unit  gis_id  name                    flo_in          aqu_in          flo_out          peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len
                                                                    m^3/s           m^3/s           m^3/s          m^3/s           tons           tons           tons           tons           tons           tons           tons           tons              m              m            m/m              m              m              m
   366    12    31  1996      11      11  cha11                0.9377E+00     0.0000E+00     0.9377E+00     0.4919E+00     0.2257E-06     0.1248E+01     0.1128E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1248E+01     0.6819E+00     0.8499E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.4902E-01
   366    12    31  1996      12      12  cha12                0.4026E+00     0.0000E+00     0.4026E+00     0.2112E+00     0.1350E-03     0.2873E+03     0.6749E-04     0.6749E-04    -0.2870E+03     0.2870E+03     0.0000E+00     0.2969E+00     0.4048E+00     0.1598E+02     0.9627E-01     0.6413E+00     0.0000E+00     0.2782E-01
   366    12    31  1996      13      13  cha13                0.1235E+01     0.0000E+00     0.1235E+01     0.6478E+00     0.8073E-03     0.8530E+03     0.4037E-03     0.4037E-03    -0.8510E+03     0.8510E+03     0.0000E+00     0.1977E+01     0.7990E+00     0.6644E+01     0.4645E-01     0.3426E+00     0.0000E+00     0.5966E-01
   366    12    31  1996      14      14  cha14                0.3893E+00     0.0000E+00     0.3893E+00     0.2042E+00     0.1965E-03     0.3523E+00     0.9827E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3522E+00     0.4003E+00     0.5958E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.3363E-01
   366    12    31  1996      15      15  cha15                0.3843E+00     0.0000E+00     0.3843E+00     0.2016E+00     0.1981E-03     0.3812E+03     0.9905E-04     0.9905E-04    -0.3808E+03     0.3808E+03     0.0000E+00     0.3452E+00     0.3972E+00     0.1420E+02     0.1450E+00     0.6681E+00     0.0000E+00     0.3338E-01
   366    12    31  1996      16      16  cha16                0.6585E+00     0.0000E+00     0.6585E+00     0.3454E+00     0.2427E-03     0.8317E+01     0.1213E-03     0.1213E-03    -0.7701E+01     0.7701E+01     0.0000E+00     0.6162E+00     0.5434E+00     0.2719E+00     0.9569E-02     0.9746E-02     0.0000E+00     0.3535E-01
   366    12    31  1996      17      17  cha17                0.2072E+00     0.0000E+00     0.2071E+00     0.1087E+00     0.1833E-06     0.1619E+03     0.9164E-07     0.9164E-07    -0.1617E+03     0.1617E+03     0.0000E+00     0.1763E+00     0.3674E+00     0.1891E+02     0.2143E+00     0.8016E+00     0.0000E+00     0.1941E-01
   366    12    31  1996      18      18  cha18                0.5051E+00     0.0000E+00     0.5051E+00     0.2649E+00     0.3143E-03     0.9377E+02     0.1572E-03     0.1572E-03    -0.9377E+02     0.9377E+02     0.0000E+00     0.1029E-06     0.4679E+00     0.3920E+02     0.1810E+00     0.9125E+00     0.0000E+00     0.7573E-08
   366    12    31  1996      19      19  cha19                0.4904E+00     0.0000E+00     0.4904E+00     0.2573E+00     0.3494E-03     0.3338E+03     0.1747E-03     0.1747E-03    -0.3333E+03     0.3333E+03     0.0000E+00     0.4759E+00     0.4597E+00     0.8530E+01     0.7544E-01     0.4091E+00     0.0000E+00     0.3608E-01
   366    12    31  1996      20      20  cha20                0.4904E+00     0.0000E+00     0.4904E+00     0.2573E+00     0.3484E-03     0.2184E+03     0.1742E-03     0.1742E-03    -0.2179E+03     0.2179E+03     0.0000E+00     0.4760E+00     0.4597E+00     0.1948E+02     0.1406E+00     0.7407E+00     0.0000E+00     0.3608E-01
   366    12    31  1996      21      21  cha21                0.3950E+02     0.0000E+00     0.3950E+02     0.2072E+02     0.2179E-03     0.3125E+03     0.1089E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3125E+03     0.6575E+01     0.3850E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.2810E+00
   366    12    31  1996      22      22  cha22                0.3006E+02     0.0000E+00     0.3006E+02     0.1577E+02     0.8231E-04     0.7232E+02     0.4116E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7232E+02     0.5569E+01     0.3447E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.8580E-01
   366    12    31  1996      23      23  cha23                0.1408E+02     0.0000E+00     0.1408E+02     0.7386E+01     0.1243E-03     0.1149E+03     0.6214E-04     0.6214E-04    -0.1149E+03     0.1149E+03     0.0000E+00    -0.2573E-04     0.3599E+01     0.1544E+01     0.3033E-02     0.3713E-01     0.0000E+00    -0.6319E-07
   366    12    31  1996      24      24  cha24                0.1285E+02     0.0000E+00     0.1285E+02     0.6740E+01     0.1632E-03     0.1087E+04     0.8158E-04     0.8158E-04    -0.1035E+04     0.1035E+04     0.0000E+00     0.5235E+02     0.3423E+01     0.9230E+01     0.7697E-02     0.2107E+00     0.0000E+00     0.1398E+00
   366    12    31  1996      25      25  cha25                0.8859E+01     0.0000E+00     0.8859E+01     0.4647E+01     0.5683E-07    -0.4759E-05     0.2842E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00    -0.4787E-05     0.2708E+01     0.2131E+00     0.1000E-04     0.0000E+00     0.0000E+00    -0.1889E-07
   366    12    31  1996      26      26  cha26                0.1211E+02     0.0000E+00     0.1211E+02     0.6354E+01     0.8377E-07     0.2340E+03     0.4189E-07     0.4189E-07    -0.1911E+03     0.1911E+03     0.0000E+00     0.4289E+02     0.3313E+01     0.4279E+01     0.3551E-02     0.5791E-01     0.0000E+00     0.1209E+00
   366    12    31  1996      27      27  cha27                0.1173E+02     0.0000E+00     0.1173E+02     0.6156E+01     0.1573E-07     0.1769E+02     0.7865E-08     0.7865E-08    -0.1769E+02     0.1769E+02     0.0000E+00     0.8857E-06     0.3229E+01     0.9237E+00     0.2746E-02     0.1303E-01     0.0000E+00     0.2606E-08
   366    12    31  1996      28      28  cha28                0.1104E+02     0.0000E+00     0.1104E+02     0.5790E+01     0.1166E-04     0.3040E+01     0.5830E-05     0.5830E-05    -0.3040E+01     0.3040E+01     0.0000E+00     0.7733E-05     0.3119E+01     0.1097E+01     0.1889E-02     0.3678E-02     0.0000E+00     0.2410E-07
   366    12    31  1996      29      29  cha29                0.4356E+00     0.0000E+00     0.4356E+00     0.2285E+00     0.2389E-03     0.2405E+02     0.1195E-03     0.1195E-03    -0.2361E+02     0.2361E+02     0.0000E+00     0.4400E+00     0.4270E+00     0.4648E+00     0.2446E-01     0.2530E-01     0.0000E+00     0.3771E-01
   366    12    31  1996      30      30  cha30                0.8416E+01     0.0000E+00     0.8416E+01     0.4415E+01     0.5180E-05     0.8334E-05     0.2590E-05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5743E-05     0.2631E+01     0.2091E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.2378E-07
   366    12    31  1996      31      31  cha31                0.7987E+01     0.0000E+00     0.7987E+01     0.4190E+01     0.1873E-03     0.2518E+02     0.9363E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2517E+02     0.2555E+01     0.2050E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.1094E+00
   366    12    31  1996      32      32  cha32                0.5758E+01     0.0000E+00     0.5758E+01     0.3020E+01     0.1307E-03     0.1581E+02     0.6534E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1581E+02     0.2137E+01     0.1820E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.9256E-01
   366    12    31  1996      33      33  cha33                0.1863E+01     0.0000E+00     0.1863E+01     0.9776E+00     0.5164E-04     0.2946E+01     0.2582E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2946E+01     0.1016E+01     0.1109E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.5957E-01
   366    12    31  1996      34      34  cha34                0.3798E+01     0.0000E+00     0.3798E+01     0.1992E+01     0.1251E-03     0.3336E+03     0.6255E-04     0.6255E-04    -0.3246E+03     0.3246E+03     0.0000E+00     0.9059E+01     0.1594E+01     0.2665E+01     0.9302E-02     0.1154E+00     0.0000E+00     0.8643E-01
   366    12    31  1996      35      35  cha35                0.4954E+01     0.0000E+00     0.4954E+01     0.2599E+01     0.7743E-05     0.3609E+04     0.3871E-05     0.3871E-05    -0.3597E+04     0.3597E+04     0.0000E+00     0.1217E+02     0.1973E+01     0.1701E+02     0.3528E-01     0.6715E+00     0.0000E+00     0.8138E-01
   366    12    31  1996      36      36  cha36                0.1332E+01     0.0000E+00     0.1332E+01     0.6989E+00     0.2044E-03     0.1901E+01     0.1022E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1901E+01     0.8311E+00     0.9697E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.5370E-01
   366    12    31  1996      37      37  cha37                0.6465E+00     0.0000E+00     0.6465E+00     0.3392E+00     0.2530E-03     0.7993E+03     0.1265E-03     0.1265E-03    -0.7988E+03     0.7988E+03     0.0000E+00     0.5938E+00     0.5372E+00     0.1955E+02     0.1032E+00     0.8302E+00     0.0000E+00     0.3472E-01
   366    12    31  1996      38      38  cha38                0.8373E+00     0.0000E+00     0.8373E+00     0.4392E+00     0.5805E-03     0.6586E+03     0.2903E-03     0.2903E-03    -0.6575E+03     0.6575E+03     0.0000E+00     0.1101E+01     0.6339E+00     0.1425E+02     0.1009E+00     0.6521E+00     0.0000E+00     0.4886E-01
   366    12    31  1996      39      39  cha39                0.2931E+00     0.0000E+00     0.2931E+00     0.1538E+00     0.1821E-03     0.7392E+01     0.9106E-04     0.9106E-04    -0.7164E+01     0.7164E+01     0.0000E+00     0.2280E+00     0.3377E+00     0.7944E+00     0.2249E-01     0.4001E-01     0.0000E+00     0.2890E-01
   366    12    31  1996      40      40  cha40                0.1000E+01     0.0000E+00     0.1000E+01     0.5248E+00     0.6613E-04     0.1656E+03     0.3306E-04     0.3306E-04    -0.1644E+03     0.1644E+03     0.0000E+00     0.1167E+01     0.6988E+00     0.6163E+01     0.2389E-01     0.2219E+00     0.0000E+00     0.4402E-01
   366    12    31  1996      41      41  cha41                0.4556E+00     0.0000E+00     0.4556E+00     0.2390E+00     0.3380E-03     0.3324E+03     0.1690E-03     0.1690E-03    -0.3319E+03     0.3319E+03     0.0000E+00     0.4256E+00     0.4400E+00     0.1995E+02     0.1622E+00     0.8335E+00     0.0000E+00     0.3471E-01
   366    12    31  1996      42      42  cha42                0.3203E+00     0.0000E+00     0.3203E+00     0.1680E+00     0.2344E-03     0.3151E+02     0.1172E-03     0.1172E-03    -0.3126E+02     0.3126E+02     0.0000E+00     0.2505E+00     0.3560E+00     0.4215E+01     0.4030E-01     0.1656E+00     0.0000E+00     0.2907E-01
   366    12    31  1996      43      43  cha43                0.2823E+00     0.0000E+00     0.2823E+00     0.1481E+00     0.1255E-06     0.9161E+02     0.6276E-07     0.6276E-07    -0.9149E+02     0.9149E+02     0.0000E+00     0.1200E+00     0.4033E+00     0.6227E+01     0.3976E-01     0.2507E+00     0.0000E+00     0.1132E-01
   366    12    31  1996      44      44  cha44                0.2450E+00     0.0000E+00     0.2450E+00     0.1285E+00     0.1237E-03     0.2363E+01     0.6187E-04     0.6187E-04    -0.2363E+01     0.2363E+01     0.0000E+00     0.4435E-07     0.3024E+00     0.5062E+01     0.3291E-01     0.7118E-01     0.0000E+00     0.6758E-08
   366    12    31  1996      45      45  cha45                0.3961E+00     0.0000E+00     0.3961E+00     0.2078E+00     0.1458E-03     0.1035E+03     0.7289E-04     0.7289E-04    -0.1032E+03     0.1032E+03     0.0000E+00     0.2852E+00     0.4003E+00     0.2060E+02     0.8719E-01     0.5870E+00     0.0000E+00     0.2723E-01
   366    12    31  1996      46      46  cha46                0.5083E+00     0.0000E+00     0.5083E+00     0.2667E+00     0.1844E-03     0.1397E+03     0.9219E-04     0.9219E-04    -0.1393E+03     0.1393E+03     0.0000E+00     0.4174E+00     0.4652E+00     0.6831E+01     0.3656E-01     0.2662E+00     0.0000E+00     0.3102E-01
   366    12    31  1996      47      47  cha47                0.2513E+00     0.0000E+00     0.2513E+00     0.1318E+00     0.1921E-03     0.6426E+02     0.9606E-04     0.9606E-04    -0.6409E+02     0.6409E+02     0.0000E+00     0.1736E+00     0.3078E+00     0.3606E+02     0.2332E+00     0.9481E+00     0.0000E+00     0.2567E-01
   366    12    31  1996      48      48  cha48                0.3761E+00     0.0000E+00     0.3761E+00     0.1973E+00     0.2265E-03     0.3561E+02     0.1132E-03     0.1132E-03    -0.3525E+02     0.3525E+02     0.0000E+00     0.3525E+00     0.3911E+00     0.1021E+01     0.3324E-01     0.6802E-01     0.0000E+00     0.3499E-01
   366    12    31  1996      49      49  cha49                0.4395E+00     0.0000E+00     0.4395E+00     0.2305E+00     0.1794E-03     0.3762E+03     0.8968E-04     0.8968E-04    -0.3759E+03     0.3759E+03     0.0000E+00     0.3284E+00     0.4256E+00     0.2205E+02     0.1287E+00     0.8870E+00     0.0000E+00     0.2831E-01
   366    12    31  1996      50      50  cha50                0.4353E+00     0.0000E+00     0.4352E+00     0.2283E+00     0.1524E-03     0.8139E+02     0.7619E-04     0.7619E-04    -0.8106E+02     0.8106E+02     0.0000E+00     0.3320E+00     0.4241E+00     0.3350E+01     0.2454E-01     0.1471E+00     0.0000E+00     0.2878E-01
   366    12    31  1996      51      51  cha51                0.3661E+00     0.0000E+00     0.3661E+00     0.1921E+00     0.1354E-03     0.2440E+01     0.6772E-04     0.6772E-04    -0.2187E+01     0.2187E+01     0.0000E+00     0.2530E+00     0.3817E+00     0.1824E+00     0.1037E-01     0.5644E-02     0.0000E+00     0.2614E-01
   366    12    31  1996      52      52  cha52                0.4827E+00     0.0000E+00     0.4827E+00     0.2532E+00     0.2725E-03     0.3923E+03     0.1363E-03     0.1363E-03    -0.3918E+03     0.3918E+03     0.0000E+00     0.4848E+00     0.4555E+00     0.1521E+02     0.1340E+00     0.6720E+00     0.0000E+00     0.3732E-01
   366    12    31  1996      53      53  cha53                0.4347E+02     0.0000E+00     0.4347E+02     0.2281E+02     0.5488E-04     0.6923E-04     0.2744E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4179E-04     0.6998E+01     0.4014E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.3387E-07
   366    12    31  1996      54      54  cha54                0.4053E+02     0.0000E+00     0.4053E+02     0.2126E+02     0.2127E-03     0.3362E+03     0.1064E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3362E+03     0.6665E+01     0.3885E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.2956E+00
   366    12    31  1996      55      55  cha55                0.1017E+02     0.0000E+00     0.1017E+02     0.5335E+01     0.1203E-05     0.2266E+04     0.6015E-06     0.6015E-06    -0.2230E+04     0.2230E+04     0.0000E+00     0.3605E+02     0.2943E+01     0.9343E+01     0.1209E-01     0.3176E+00     0.0000E+00     0.1238E+00
   366    12    31  1996      56      56  cha56                0.8340E+01     0.0000E+00     0.8340E+01     0.4375E+01     0.4094E-05     0.4741E+03     0.2047E-05     0.2047E-05    -0.4478E+03     0.4478E+03     0.0000E+00     0.2637E+02     0.2579E+01     0.4793E+01     0.6273E-02     0.1232E+00     0.0000E+00     0.1128E+00
   366    12    31  1996      57      57  cha57                0.5068E+01     0.0000E+00     0.5068E+01     0.2659E+01     0.1010E-03     0.2299E+03     0.5052E-04     0.5052E-04    -0.2172E+03     0.2172E+03     0.0000E+00     0.1268E+02     0.1941E+01     0.4152E+01     0.6682E-02     0.1012E+00     0.0000E+00     0.8716E-01
   366    12    31  1996      58      58  cha58                0.2866E+01     0.0000E+00     0.2866E+01     0.1504E+01     0.5137E-03     0.1525E+04     0.2569E-03     0.2569E-03    -0.1520E+04     0.1520E+04     0.0000E+00     0.5564E+01     0.1313E+01     0.8797E+01     0.2423E-01     0.3768E+00     0.0000E+00     0.7331E-01
   366    12    31  1996      59      59  cha59                0.2672E+01     0.0000E+00     0.2671E+01     0.1402E+01     0.3373E-05     0.1219E+04     0.1686E-05     0.1686E-05    -0.1214E+04     0.1214E+04     0.0000E+00     0.4145E+01     0.1455E+01     0.6636E+00     0.7213E-02     0.5983E-01     0.0000E+00     0.4605E-01
   366    12    31  1996      60      60  cha60                0.3273E+01     0.0000E+00     0.3273E+01     0.1717E+01     0.2309E-04     0.4976E+01     0.1154E-04     0.1154E-04    -0.4976E+01     0.4976E+01     0.0000E+00    -0.2008E-05     0.1461E+01     0.1807E+01     0.3716E-02     0.1034E-01     0.0000E+00    -0.2215E-07
   366    12    31  1996      61      61  cha61                0.2483E+01     0.0000E+00     0.2483E+01     0.1303E+01     0.9738E-04     0.1983E+03     0.4869E-04     0.4869E-04    -0.1938E+03     0.1938E+03     0.0000E+00     0.4568E+01     0.1207E+01     0.4606E+01     0.1165E-01     0.1452E+00     0.0000E+00     0.6932E-01
   366    12    31  1996      62      62  cha62                0.2075E+01     0.0000E+00     0.2075E+01     0.1089E+01     0.5379E-03     0.1765E+04     0.2690E-03     0.2690E-03    -0.1762E+04     0.1762E+04     0.0000E+00     0.3460E+01     0.1083E+01     0.9136E+01     0.3091E-01     0.4167E+00     0.0000E+00     0.6288E-01
   366    12    31  1996      63      63  cha63                0.1011E+01     0.0000E+00     0.1011E+01     0.5304E+00     0.1403E-03     0.6654E+02     0.7017E-04     0.7017E-04    -0.6523E+02     0.6523E+02     0.0000E+00     0.1309E+01     0.7061E+00     0.2005E+01     0.1472E-01     0.9101E-01     0.0000E+00     0.4853E-01
   366    12    31  1996      64      64  cha64                0.8424E+00     0.0000E+00     0.8423E+00     0.4419E+00     0.1015E-05     0.9694E+03     0.5073E-06     0.5073E-06    -0.9687E+03     0.9687E+03     0.0000E+00     0.7507E+00     0.7369E+00     0.9305E+01     0.4173E-01     0.4074E+00     0.0000E+00     0.2591E-01
   366    12    31  1996      65      65  cha65                0.3218E+01     0.0000E+00     0.3218E+01     0.1688E+01     0.3995E-07     0.5490E+01     0.1998E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5490E+01     0.1555E+01     0.1472E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.5460E-01
   366    12    31  1996      66      66  cha66                0.2258E+01     0.0000E+00     0.2258E+01     0.1185E+01     0.1913E-06     0.3133E+03     0.9564E-07     0.9564E-07    -0.3094E+03     0.3094E+03     0.0000E+00     0.3869E+01     0.1225E+01     0.8167E+01     0.1681E-01     0.2341E+00     0.0000E+00     0.5728E-01
   366    12    31  1996      67      67  cha67                0.9040E+00     0.0000E+00     0.9040E+00     0.4743E+00     0.2987E-06     0.5363E+03     0.1493E-06     0.1493E-06    -0.5355E+03     0.5355E+03     0.0000E+00     0.8227E+00     0.7689E+00     0.1231E+02     0.4585E-01     0.4645E+00     0.0000E+00     0.2646E-01
   366    12    31  1996      68      68  cha68                0.1011E+01     0.0000E+00     0.1011E+01     0.5302E+00     0.8125E-04     0.3197E+03     0.4062E-04     0.4062E-04    -0.3185E+03     0.3185E+03     0.0000E+00     0.1159E+01     0.7580E+00     0.6764E+01     0.2576E-01     0.2611E+00     0.0000E+00     0.3817E-01
   366    12    31  1996      69      69  cha69                0.4244E+00     0.0000E+00     0.4244E+00     0.2226E+00     0.3708E-06     0.3015E+03     0.1854E-06     0.1854E-06    -0.3012E+03     0.3012E+03     0.0000E+00     0.2633E+00     0.4882E+00     0.8219E+01     0.4620E-01     0.3409E+00     0.0000E+00     0.1805E-01
   366    12    31  1996      70      70  cha70                0.2466E+00     0.0000E+00     0.2466E+00     0.1294E+00     0.2329E-06     0.1856E+02     0.1165E-06     0.1165E-06    -0.1845E+02     0.1845E+02     0.0000E+00     0.1174E+00     0.3527E+00     0.3896E+01     0.2386E-01     0.1079E+00     0.0000E+00     0.1383E-01
   366    12    31  1996      71      71  cha71                0.1772E+00     0.0000E+00     0.1772E+00     0.9298E-01     0.8264E-07     0.3616E+02     0.4132E-07     0.4132E-07    -0.3611E+02     0.3611E+02     0.0000E+00     0.4541E-01     0.3024E+00     0.4592E+02     0.1446E+00     0.7697E+00     0.0000E+00     0.6919E-02
   366    12    31  1996      72      72  cha72                0.7458E+00     0.0000E+00     0.7457E+00     0.3912E+00     0.1971E-05     0.1603E+04     0.9855E-06     0.9855E-06    -0.1602E+04     0.1602E+04     0.0000E+00     0.6724E+00     0.6516E+00     0.1657E+02     0.8441E-01     0.7411E+00     0.0000E+00     0.2849E-01
   366    12    31  1996      73      73  cha73                0.4566E+00     0.0000E+00     0.4565E+00     0.2395E+00     0.4010E-06     0.1425E+03     0.2005E-06     0.2005E-06    -0.1422E+03     0.1422E+03     0.0000E+00     0.2943E+00     0.5105E+00     0.5480E+01     0.2967E-01     0.2133E+00     0.0000E+00     0.1873E-01
   366    12    31  1996      74      74  cha74                0.8558E+00     0.0000E+00     0.8557E+00     0.4489E+00     0.9687E-06     0.1247E+04     0.4844E-06     0.4844E-06    -0.1246E+04     0.1246E+04     0.0000E+00     0.7632E+00     0.7450E+00     0.1250E+02     0.5518E-01     0.5415E+00     0.0000E+00     0.2587E-01
   366    12    31  1996      75      75  cha75                0.2576E+00     0.0000E+00     0.2576E+00     0.1352E+00     0.8611E-04     0.1839E+03     0.4305E-04     0.4305E-04    -0.1838E+03     0.1838E+03     0.0000E+00     0.1511E+00     0.3096E+00     0.2591E+02     0.1776E+00     0.9556E+00     0.0000E+00     0.2213E-01
   366    12    31  1996      76      76  cha76                0.3358E+00     0.0000E+00     0.3357E+00     0.1761E+00     0.1239E-03     0.2877E+02     0.6193E-04     0.6193E-04    -0.2854E+02     0.2854E+02     0.0000E+00     0.2221E+00     0.3626E+00     0.3895E+01     0.2452E-01     0.1267E+00     0.0000E+00     0.2501E-01
   366    12    31  1996      77      77  cha77                0.1928E+00     0.0000E+00     0.1928E+00     0.1011E+00     0.1740E-06     0.9122E+00     0.8700E-07     0.8700E-07    -0.8312E+00     0.8312E+00     0.0000E+00     0.8100E-01     0.3042E+00     0.2525E+01     0.1237E-01     0.1761E-01     0.0000E+00     0.1222E-01
   366    12    31  1996      78      78  cha78                0.2537E+00     0.0000E+00     0.2537E+00     0.1331E+00     0.1945E-03     0.9948E+02     0.9726E-04     0.9726E-04    -0.9930E+02     0.9930E+02     0.0000E+00     0.1761E+00     0.3096E+00     0.3163E+02     0.2523E+00     0.1032E+01     0.0000E+00     0.2579E-01
   366    12    31  1996      79      79  cha79                0.1250E+01     0.0000E+00     0.1250E+01     0.6557E+00     0.5451E-03     0.7961E+03     0.2725E-03     0.2725E-03    -0.7945E+03     0.7945E+03     0.0000E+00     0.1584E+01     0.7970E+00     0.9654E+01     0.3720E-01     0.4145E+00     0.0000E+00     0.4797E-01
   366    12    31  1996      80      80  cha80                0.4118E+01     0.0000E+00     0.4118E+01     0.2160E+01     0.2936E-05     0.2402E+04     0.1468E-05     0.1468E-05    -0.2393E+04     0.2393E+04     0.0000E+00     0.9231E+01     0.1709E+01     0.9308E+01     0.2157E-01     0.3958E+00     0.0000E+00     0.7841E-01
   366    12    31  1996      81      81  cha81                0.1871E+01     0.0000E+00     0.1871E+01     0.9813E+00     0.1232E-04     0.8058E-05     0.6161E-05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1897E-05     0.1020E+01     0.1112E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.3811E-07
   366    12    31  1996      82      82  cha82                0.1042E+01     0.0000E+00     0.1042E+01     0.5465E+00     0.4551E-07     0.2620E+02     0.2276E-07     0.2276E-07    -0.2497E+02     0.2497E+02     0.0000E+00     0.1232E+01     0.7196E+00     0.6819E+01     0.1238E-01     0.9260E-01     0.0000E+00     0.4425E-01
   366    12    31  1996      83      83  cha83                0.7968E+00     0.0000E+00     0.7968E+00     0.4180E+00     0.3236E-03     0.1711E+03     0.1618E-03     0.1618E-03    -0.1703E+03     0.1703E+03     0.0000E+00     0.8107E+00     0.6090E+00     0.5118E+01     0.2360E-01     0.2012E+00     0.0000E+00     0.3846E-01
   366    12    31  1996      84      84  cha84                0.3880E+00     0.0000E+00     0.3880E+00     0.2035E+00     0.1423E-03     0.1551E+03     0.7114E-04     0.7114E-04    -0.1549E+03     0.1549E+03     0.0000E+00     0.2770E+00     0.3957E+00     0.1015E+02     0.5845E-01     0.3930E+00     0.0000E+00     0.2696E-01
   366    12    31  1996      85      85  cha85                0.8338E+00     0.0000E+00     0.8337E+00     0.4374E+00     0.3299E-03     0.1015E+04     0.1649E-03     0.1649E-03    -0.1014E+04     0.1014E+04     0.0000E+00     0.8720E+00     0.6260E+00     0.1864E+02     0.8914E-01     0.7983E+00     0.0000E+00     0.3951E-01
   366    12    31  1996      86      86  cha86                0.7807E+00     0.0000E+00     0.7807E+00     0.4096E+00     0.3001E-03     0.2507E+03     0.1501E-03     0.1501E-03    -0.2499E+03     0.2499E+03     0.0000E+00     0.7932E+00     0.6020E+00     0.6042E+01     0.2884E-01     0.2508E+00     0.0000E+00     0.3835E-01
   366    12    31  1996      87      87  cha87                0.6175E+00     0.0000E+00     0.6174E+00     0.3239E+00     0.2258E-03     0.5578E+03     0.1129E-03     0.1129E-03    -0.5572E+03     0.5572E+03     0.0000E+00     0.5606E+00     0.5233E+00     0.1031E+02     0.5657E-01     0.4603E+00     0.0000E+00     0.3424E-01
   366    12    31  1996      88      88  cha88                0.6579E+00     0.0000E+00     0.6578E+00     0.3451E+00     0.6927E-05     0.5671E+03     0.3464E-05     0.3464E-05    -0.5665E+03     0.5665E+03     0.0000E+00     0.6032E+00     0.5904E+00     0.8270E+01     0.4341E-01     0.3694E+00     0.0000E+00     0.3013E-01
   366    12    31  1996      89      89  cha89                0.3556E+00     0.0000E+00     0.3556E+00     0.1866E+00     0.1306E-03     0.1266E+03     0.6532E-04     0.6532E-04    -0.1264E+03     0.1264E+03     0.0000E+00     0.2426E+00     0.3754E+00     0.4187E+02     0.1788E+00     0.1083E+01     0.0000E+00     0.2577E-01
   366    12    31  1996      90      90  cha90                0.8054E+00     0.0000E+00     0.8054E+00     0.4225E+00     0.3471E-03     0.1467E+04     0.1735E-03     0.1735E-03    -0.1466E+04     0.1466E+04     0.0000E+00     0.8160E+00     0.6124E+00     0.1646E+02     0.8477E-01     0.7636E+00     0.0000E+00     0.3835E-01
   366    12    31  1996      91      91  cha91                0.3077E+00     0.0000E+00     0.3077E+00     0.1614E+00     0.1072E-03     0.1887E+03     0.5359E-04     0.5359E-04    -0.1885E+03     0.1885E+03     0.0000E+00     0.1966E+00     0.3444E+00     0.3001E+02     0.1797E+00     0.1032E+01     0.0000E+00     0.2411E-01
   365    12    31  1997       1       1  cha01                0.3292E+02     0.0000E+00     0.3292E+02     0.1732E+02     0.7876E-03     0.2141E+03     0.3938E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2141E+03     0.5310E+01     0.3339E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.2758E+00
   365    12    31  1997       2       2  cha02                0.3015E+02     0.0000E+00     0.3015E+02     0.1586E+02     0.1194E-02     0.1900E+03     0.5971E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1900E+03     0.5049E+01     0.3229E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.2661E+00
   365    12    31  1997       3       3  cha03                0.2842E+02     0.0000E+00     0.2842E+02     0.1495E+02     0.1136E-03     0.2043E+03     0.5680E-04     0.5680E-04    -0.2043E+03     0.2043E+03     0.0000E+00     0.2072E-04     0.4881E+01     0.7678E+01     0.2451E-02     0.4416E-01     0.0000E+00     0.3070E-07
