	331390.882647	1291394.260221	4384.998047	1789.000000	10070100.000000
	331360.882647	1291364.260221	4342.571777	1789.000000	10086300.000000
	331330.882647	1291364.260221	4312.571777	1789.000000	10093500.000000
	331300.882647	1291334.260221	4270.145508	1789.000000	10107000.000000
	331270.882647	1291334.260221	4240.145508	1789.000000	10127700.000000
	331240.882647	1291304.260221	4197.719238	1789.000000	10152900.000000
	331210.882647	1291274.260221	4155.292969	1789.000000	10155600.000000
	331180.882647	1291244.260221	4112.866699	1789.000000	10176300.000000
	331150.882647	1291214.260221	4070.440186	1789.000000	10198800.000000
	331150.882647	1291184.260221	4040.440186	1789.000000	10210500.000000
	331150.882647	1291154.260221	4010.440186	1789.000000	10222200.000000
	331120.882647	1291124.260221	3968.013672	1789.000000	10224900.000000
	331090.882647	1291124.260221	3938.013672	1789.000000	10247400.000000
	331060.882647	1291124.260221	3908.013672	1789.000000	10256400.000000
	331030.882647	1291124.260221	3878.013672	1789.000000	10261800.000000
	331000.882647	1291154.260221	3835.587158	1789.000000	10274400.000000
	330970.882647	1291124.260221	3793.160645	1789.000000	10283400.000000
	330940.882647	1291094.260221	3750.734131	1789.000000	10287900.000000
	330910.882647	1291064.260221	3708.307617	1789.000000	10293300.000000
	330880.882647	1291064.260221	3678.307617	1789.000000	10299600.000000
	330850.882647	1291034.260221	3635.881104	1789.000000	10306800.000000
	330820.882647	1291004.260221	3593.454590	1789.000000	10323000.000000
	330790.882647	1291004.260221	3563.454590	1789.000000	10325700.000000
	330760.882647	1291004.260221	3533.454590	1789.000000	10328400.000000
	330730.882647	1291004.260221	3503.454590	1789.000000	10331100.000000
	330700.882647	1291004.260221	3473.454590	1789.000000	10376100.000000
	330670.882647	1291034.260221	3431.028076	1789.000000	10399500.000000
	330640.882647	1291064.260221	3388.601563	1789.000000	10454400.000000
	330610.882647	1291064.260221	3358.601563	1789.000000	10463400.000000
	330580.882647	1291034.260221	3316.175049	1789.000000	10476900.000000
	330550.882647	1291004.260221	3273.748535	1789.000000	10479600.000000
	330520.882647	1291004.260221	3243.748535	1789.000000	10481400.000000
	330490.882647	1291004.260221	3213.748535	1789.000000	10482300.000000
	330460.882647	1290974.260221	3171.322021	1789.000000	10513800.000000
	330430.882647	1290944.260221	3128.895508	1789.000000	10515600.000000
	330400.882647	1290944.260221	3098.895508	1789.000000	10524600.000000
	330370.882647	1290944.260221	3068.895508	1789.000000	10526400.000000
	330340.882647	1290944.260221	3038.895508	1789.000000	10528200.000000
	330310.882647	1290944.260221	3008.895508	1789.000000	10539900.000000
	330280.882647	1290914.260221	2966.468994	1789.000000	10544400.000000
	330250.882647	1290884.260221	2924.042480	1789.000000	10549800.000000
	330220.882647	1290914.260221	2881.615967	1789.000000	10554300.000000
	330190.882647	1290944.260221	2839.189453	1789.000000	10567800.000000
	330160.882647	1290974.260221	2796.762939	1789.000000	10569600.000000
	330130.882647	1290974.260221	2766.762939	1789.000000	10571400.000000
	330100.882647	1290974.260221	2736.762939	1789.000000	11361600.000000
	331960.882647	1291304.260221	5017.129395	1789.000000	9374400.000000
	331930.882647	1291334.260221	4974.703125	1789.000000	9454500.000000
	331900.882647	1291334.260221	4944.703125	1789.000000	9458100.000000
	331870.882647	1291364.260221	4902.276855	1789.000000	9492300.000000
	331840.882647	1291364.260221	4872.276855	1789.000000	9498600.000000
	331810.882647	1291394.260221	4829.850586	1789.000000	9503100.000000
	331780.882647	1291394.260221	4799.850586	1789.000000	9511200.000000
	331750.882647	1291424.260221	4757.424316	1789.000000	9519300.000000
	331720.882647	1291424.260221	4727.424316	1789.000000	9521100.000000
	331690.882647	1291424.260221	4697.424316	1789.000000	9530100.000000
	331660.882647	1291424.260221	4667.424316	1789.000000	9592200.000000
	331630.882647	1291424.260221	4637.424316	1789.000000	9658800.000000
	331600.882647	1291424.260221	4607.424316	1789.000000	9661500.000000
	331570.882647	1291424.260221	4577.424316	1789.000000	9688500.000000
	331540.882647	1291424.260221	4547.424316	1789.000000	9695700.000000
	331510.882647	1291394.260221	4504.998047	1789.000000	9705600.000000
	331480.882647	1291394.260221	4474.998047	1789.000000	9711900.000000
	331450.882647	1291394.260221	4444.998047	1789.000000	9714600.000000
	331420.882647	1291394.260221	4414.998047	1789.000000	9720000.000000
	331390.882647	1291394.260221	4384.998047	1789.000000	10070100.000000
	332140.882647	1291154.260221	5276.834473	1797.000000	9134100.000000
	332110.882647	1291154.260221	5246.834473	1796.000000	9141300.000000
	332080.882647	1291184.260221	5204.408203	1796.000000	9145800.000000
	332050.882647	1291214.260221	5161.981934	1794.000000	9151200.000000
	332050.882647	1291244.260221	5131.981934	1794.000000	9177300.000000
	332020.882647	1291274.260221	5089.555664	1792.000000	9181800.000000
	331990.882647	1291304.260221	5047.129395	1790.000000	9188100.000000
	331960.882647	1291304.260221	5017.129395	1789.000000	9374400.000000
	332470.882647	1291214.260221	5631.687012	1803.000000	6639300.000000
	332440.882647	1291214.260221	5601.687012	1803.000000	6644700.000000
	332410.882647	1291214.260221	5571.687012	1803.000000	6648300.000000
	332380.882647	1291214.260221	5541.687012	1802.000000	6651900.000000
	332350.882647	1291214.260221	5511.687012	1801.000000	6659100.000000
	332320.882647	1291214.260221	5481.687012	1800.000000	6669900.000000
	332290.882647	1291214.260221	5451.687012	1800.000000	6673500.000000
	332260.882647	1291184.260221	5409.260742	1799.000000	6696000.000000
	332230.882647	1291184.260221	5379.260742	1798.000000	6700500.000000
	332200.882647	1291154.260221	5336.834473	1797.000000	6705900.000000
	332170.882647	1291154.260221	5306.834473	1797.000000	6710400.000000
	332140.882647	1291154.260221	5276.834473	1797.000000	9134100.000000
	332740.882647	1290884.260221	6108.670898	1808.000000	6365700.000000
	332710.882647	1290914.260221	6066.244629	1808.000000	6401700.000000
	332680.882647	1290914.260221	6036.244629	1808.000000	6421500.000000
	332650.882647	1290944.260221	5993.818359	1808.000000	6445800.000000
	332650.882647	1290974.260221	5963.818359	1808.000000	6450300.000000
	332650.882647	1291004.260221	5933.818359	1808.000000	6455700.000000
	332620.882647	1291034.260221	5891.392090	1808.000000	6468300.000000
	332590.882647	1291064.260221	5848.965820	1806.000000	6475500.000000
	332560.882647	1291064.260221	5818.965820	1806.000000	6480000.000000
	332530.882647	1291094.260221	5776.539551	1805.000000	6487200.000000
	332530.882647	1291124.260221	5746.539551	1804.000000	6492600.000000
	332500.882647	1291154.260221	5704.113281	1803.000000	6500700.000000
	332500.882647	1291184.260221	5674.113281	1803.000000	6507000.000000
	332470.882647	1291214.260221	5631.687012	1803.000000	6639300.000000
	333310.882647	1290344.260221	7117.491211	1829.000000	5625900.000000
	333280.882647	1290374.260221	7075.064941	1829.000000	5645700.000000
	333250.882647	1290374.260221	7045.064941	1828.000000	5670000.000000
	333220.882647	1290404.260221	7002.638672	1824.000000	5676300.000000
	333190.882647	1290404.260221	6972.638672	1824.000000	5680800.000000
	333160.882647	1290434.260221	6930.212402	1823.000000	5688000.000000
	333130.882647	1290434.260221	6900.212402	1823.000000	5728500.000000
	333100.882647	1290464.260221	6857.786133	1823.000000	5733000.000000
	333070.882647	1290464.260221	6827.786133	1822.000000	5735700.000000
	333040.882647	1290434.260221	6785.359863	1821.000000	5751900.000000
	333010.882647	1290464.260221	6742.933594	1818.000000	5761800.000000
	332980.882647	1290494.260221	6700.507324	1817.000000	5767200.000000
	332950.882647	1290494.260221	6670.507324	1817.000000	5795100.000000
	332920.882647	1290524.260221	6628.081055	1817.000000	5805000.000000
	332890.882647	1290494.260221	6585.654785	1817.000000	5810400.000000
	332860.882647	1290524.260221	6543.228516	1815.000000	5831100.000000
	332860.882647	1290554.260221	6513.228516	1815.000000	5844600.000000
	332830.882647	1290584.260221	6470.802246	1815.000000	5853600.000000
	332800.882647	1290614.260221	6428.375977	1815.000000	5857200.000000
	332770.882647	1290644.260221	6385.949707	1814.000000	5868900.000000
	332740.882647	1290674.260221	6343.523438	1814.000000	5873400.000000
	332710.882647	1290704.260221	6301.097168	1812.000000	5877900.000000
