 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,      sedyld,     sedorgn,     sedorgp,     surqno3,     lat3no3,    surqsolp,        usle,      sedmin,     tileno3
      ,      ,      ,      ,        ,        ,                ,         tha,        kgha,        kgha,        kgha,        kgha,        kgha,        tons,        ----,        ----
241,8,28,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,8,29,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,8,30,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,8,31,1996,1,1,bench           ,0.168,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,9,1,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,9,2,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,9,3,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,9,4,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,9,5,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,9,6,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,9,7,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,9,8,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,9,9,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,9,10,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,9,11,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,9,12,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,9,13,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,9,14,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,9,15,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,9,16,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,9,17,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,9,18,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,9,19,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,9,20,1996,1,1,bench           ,0.593E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,9,21,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,9,22,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,9,23,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,9,24,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
269,9,25,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
270,9,26,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
271,9,27,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
272,9,28,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
273,9,29,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
274,9,30,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
275,10,1,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
276,10,2,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
277,10,3,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,10,4,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
279,10,5,1996,1,1,bench           ,0.413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
280,10,6,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
281,10,7,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,10,8,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,10,9,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
284,10,10,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
285,10,11,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
286,10,12,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,10,13,1996,1,1,bench           ,0.652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,10,14,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
289,10,15,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
290,10,16,1996,1,1,bench           ,0.134,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291,10,17,1996,1,1,bench           ,0.100E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,10,18,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
293,10,19,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
294,10,20,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
295,10,21,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
296,10,22,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
297,10,23,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
298,10,24,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
299,10,25,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,10,26,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
301,10,27,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
302,10,28,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
303,10,29,1996,1,1,bench           ,0.326E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,10,30,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
305,10,31,1996,1,1,bench           ,0.148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,11,1,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,11,2,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,11,3,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
309,11,4,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
310,11,5,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
311,11,6,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
312,11,7,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313,11,8,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
314,11,9,1996,1,1,bench           ,0.326,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
315,11,10,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,11,11,1996,1,1,bench           ,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,11,12,1996,1,1,bench           ,0.124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
318,11,13,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,11,14,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,11,15,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
321,11,16,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
322,11,17,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
323,11,18,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
324,11,19,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
325,11,20,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
326,11,21,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
327,11,22,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,11,23,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
329,11,24,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
330,11,25,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
331,11,26,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
332,11,27,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
333,11,28,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
334,11,29,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
335,11,30,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,12,1,1996,1,1,bench           ,0.124E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
337,12,2,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,12,3,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
339,12,4,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
340,12,5,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
341,12,6,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
342,12,7,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
343,12,8,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,12,9,1996,1,1,bench           ,0.636E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
345,12,10,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
346,12,11,1996,1,1,bench           ,0.995E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,12,12,1996,1,1,bench           ,0.108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
348,12,13,1996,1,1,bench           ,0.160E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
349,12,14,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
350,12,15,1996,1,1,bench           ,0.692E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
351,12,16,1996,1,1,bench           ,0.625E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,12,17,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
353,12,18,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
354,12,19,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
355,12,20,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
356,12,21,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
357,12,22,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
358,12,23,1996,1,1,bench           ,0.368,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,12,24,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
360,12,25,1996,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
361,12,26,1996,1,1,bench           ,0.421E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
362,12,27,1996,1,1,bench           ,0.659E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,12,28,1996,1,1,bench           ,0.567,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
364,12,29,1996,1,1,bench           ,0.838E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
365,12,30,1996,1,1,bench           ,0.111E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
366,12,31,1996,1,1,bench           ,0.291,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,1,1,1997,1,1,bench           ,0.202E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,1,2,1997,1,1,bench           ,0.227E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,1,3,1997,1,1,bench           ,0.241E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,1,4,1997,1,1,bench           ,0.249E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,1,5,1997,1,1,bench           ,0.293,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,1,6,1997,1,1,bench           ,0.308E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,1,7,1997,1,1,bench           ,0.325E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,1,8,1997,1,1,bench           ,0.332E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,1,9,1997,1,1,bench           ,0.287,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,1,10,1997,1,1,bench           ,0.390E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,1,11,1997,1,1,bench           ,0.450E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,1,12,1997,1,1,bench           ,0.422E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,1,13,1997,1,1,bench           ,0.422E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,1,14,1997,1,1,bench           ,0.414E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,1,15,1997,1,1,bench           ,0.400E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,1,16,1997,1,1,bench           ,0.380E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,1,17,1997,1,1,bench           ,0.362E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,1,18,1997,1,1,bench           ,0.344E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,1,19,1997,1,1,bench           ,0.197,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,1,20,1997,1,1,bench           ,0.345E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,1,21,1997,1,1,bench           ,0.334E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,1,22,1997,1,1,bench           ,0.318E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,1,23,1997,1,1,bench           ,0.303E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,1,24,1997,1,1,bench           ,0.288E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,1,25,1997,1,1,bench           ,0.146,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,1,26,1997,1,1,bench           ,0.292E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,1,27,1997,1,1,bench           ,0.283E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,1,28,1997,1,1,bench           ,0.269E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,1,29,1997,1,1,bench           ,0.256E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,1,30,1997,1,1,bench           ,0.244E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,1,31,1997,1,1,bench           ,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,2,1,1997,1,1,bench           ,0.287E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,2,2,1997,1,1,bench           ,0.291E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,2,3,1997,1,1,bench           ,0.287E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,2,4,1997,1,1,bench           ,0.274E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,2,5,1997,1,1,bench           ,0.261E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,2,6,1997,1,1,bench           ,0.248E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,2,7,1997,1,1,bench           ,0.236E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39,2,8,1997,1,1,bench           ,0.225E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,2,9,1997,1,1,bench           ,0.214E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41,2,10,1997,1,1,bench           ,0.203E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,2,11,1997,1,1,bench           ,0.193E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43,2,12,1997,1,1,bench           ,0.184E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44,2,13,1997,1,1,bench           ,0.175E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45,2,14,1997,1,1,bench           ,0.166E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,2,15,1997,1,1,bench           ,0.158E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47,2,16,1997,1,1,bench           ,0.151E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48,2,17,1997,1,1,bench           ,0.143E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49,2,18,1997,1,1,bench           ,0.136E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50,2,19,1997,1,1,bench           ,0.130E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51,2,20,1997,1,1,bench           ,0.123E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
52,2,21,1997,1,1,bench           ,0.117E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
53,2,22,1997,1,1,bench           ,0.112E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
54,2,23,1997,1,1,bench           ,0.106E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
55,2,24,1997,1,1,bench           ,0.101E-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
56,2,25,1997,1,1,bench           ,0.270E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
57,2,26,1997,1,1,bench           ,0.914E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
58,2,27,1997,1,1,bench           ,0.869E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
59,2,28,1997,1,1,bench           ,0.827E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60,3,1,1997,1,1,bench           ,0.786E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61,3,2,1997,1,1,bench           ,0.748E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62,3,3,1997,1,1,bench           ,0.712E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63,3,4,1997,1,1,bench           ,0.677E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
64,3,5,1997,1,1,bench           ,0.644E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
65,3,6,1997,1,1,bench           ,0.620E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66,3,7,1997,1,1,bench           ,0.583E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67,3,8,1997,1,1,bench           ,0.849E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68,3,9,1997,1,1,bench           ,0.527E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69,3,10,1997,1,1,bench           ,0.501E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
70,3,11,1997,1,1,bench           ,0.477E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71,3,12,1997,1,1,bench           ,0.454E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72,3,13,1997,1,1,bench           ,0.432E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73,3,14,1997,1,1,bench           ,0.411E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,3,15,1997,1,1,bench           ,0.391E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75,3,16,1997,1,1,bench           ,0.371E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76,3,17,1997,1,1,bench           ,0.353E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,3,18,1997,1,1,bench           ,0.336E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78,3,19,1997,1,1,bench           ,0.320E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,3,20,1997,1,1,bench           ,0.304E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80,3,21,1997,1,1,bench           ,0.289E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,3,22,1997,1,1,bench           ,0.275E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,3,23,1997,1,1,bench           ,0.262E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83,3,24,1997,1,1,bench           ,0.249E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,3,25,1997,1,1,bench           ,0.237E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,3,26,1997,1,1,bench           ,0.225E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,3,27,1997,1,1,bench           ,0.271,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87,3,28,1997,1,1,bench           ,0.204E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88,3,29,1997,1,1,bench           ,0.194E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,3,30,1997,1,1,bench           ,0.184E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,3,31,1997,1,1,bench           ,0.175E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,4,1,1997,1,1,bench           ,0.167E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92,4,2,1997,1,1,bench           ,0.159E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,4,3,1997,1,1,bench           ,0.151E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,4,4,1997,1,1,bench           ,0.144E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,4,5,1997,1,1,bench           ,0.137E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,4,6,1997,1,1,bench           ,0.130E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,4,7,1997,1,1,bench           ,0.124E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,4,8,1997,1,1,bench           ,0.118E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,4,9,1997,1,1,bench           ,0.112E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,4,10,1997,1,1,bench           ,0.106E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,4,11,1997,1,1,bench           ,0.101E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,4,12,1997,1,1,bench           ,0.730E-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,4,13,1997,1,1,bench           ,0.273,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,4,14,1997,1,1,bench           ,0.871E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,4,15,1997,1,1,bench           ,0.167E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,4,16,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,4,17,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,4,18,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,4,19,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,4,20,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,4,21,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,4,22,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,4,23,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,4,24,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,4,25,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,4,26,1997,1,1,bench           ,0.362E-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,4,27,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,4,28,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,4,29,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,4,30,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,5,1,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,5,2,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,5,3,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
