 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,          lai,       bioms,       yield,     residue,     sol_tmp,       strsw,       strsa,     strstmp,       strsn,       strsp,        nplt,       percn,       pplnt,         tmx,         tmn,       tmpav,     solarad,      wndspd,        rhum,     phubas0
      ,      ,      ,      ,        ,        ,                ,    m**2/m**2,        kgha,        kgha,        kgha,        degc,         ---,         ---,         ---,         ---,         ---,        kgha,        kgha,        kgha,        degc,        degc,        degc,      mj/m^2,         m/s,        frac,        degc
358,12,24,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.4,4.35,10.4,10.0,3.86,0.990,0.982
359,12,25,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.4,9.32,12.4,10.0,2.45,0.990,0.983
360,12,26,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.9,8.92,10.9,10.0,5.42,0.990,0.985
361,12,27,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.4,9.32,12.9,10.0,5.18,0.990,0.987
362,12,28,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.0,9.32,14.6,10.0,5.42,0.381,0.989
363,12,29,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.2,9.32,14.3,10.0,2.22,0.424,0.991
364,12,30,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.2,9.30,14.7,10.0,3.12,0.542,0.993
365,12,31,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.55,6.10,7.32,10.0,2.96,0.562,0.00
,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.99,-2.00,4.00,10.0,2.55,0.660,0.978
356,12,22,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.7,-2.00,5.37,10.0,3.20,0.580,0.979
357,12,23,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.2,-1.86,8.19,10.0,6.84,0.503,0.980
358,12,24,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.4,4.35,10.4,10.0,3.86,0.990,0.982
359,12,25,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.4,9.32,12.4,10.0,2.45,0.990,0.983
360,12,26,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.9,8.92,10.9,10.0,5.42,0.990,0.985
361,12,27,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.4,9.32,12.9,10.0,5.18,0.990,0.987
362,12,28,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.0,9.32,14.6,10.0,5.42,0.381,0.989
363,12,29,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.2,9.32,14.3,10.0,2.22,0.424,0.991
364,12,30,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.2,9.30,14.7,10.0,3.12,0.542,0.993
365,12,31,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.55,6.10,7.32,10.0,2.96,0.562,0.00
