 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,          lai,       bioms,       yield,     residue,     sol_tmp,       strsw,       strsa,     strstmp,       strsn,       strsp,        nplt,       percn,       pplnt,         tmx,         tmn,       tmpav,     solarad,      wndspd,        rhum,     phubas0
      ,      ,      ,      ,        ,        ,                ,    m**2/m**2,        kgha,        kgha,        kgha,        degc,         ---,         ---,         ---,         ---,         ---,        kgha,        kgha,        kgha,        degc,        degc,        degc,      mj/m^2,         m/s,        frac,        degc
219,8,7,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.2,25.3,29.2,24.5,3.68,0.376,0.597
220,8,8,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.5,23.0,29.7,24.5,1.61,0.383,0.602
221,8,9,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.2,22.7,27.9,24.5,3.32,0.334,0.605
222,8,10,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.2,23.3,28.2,24.5,2.18,0.580,0.609
223,8,11,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.2,22.6,27.9,24.5,2.93,0.634,0.613
224,8,12,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.2,24.4,28.8,24.5,5.35,0.553,0.617
225,8,13,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.6,23.1,29.9,24.5,4.74,0.468,0.622
226,8,14,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,37.3,26.2,31.7,24.5,3.49,0.385,0.626
227,8,15,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,37.5,25.6,31.6,24.5,5.18,0.599,0.630
228,8,16,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,39.6,24.4,32.0,24.5,3.51,0.390,0.635
229,8,17,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,39.6,27.1,33.4,24.5,4.69,0.701,0.640
230,8,18,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,37.4,27.1,32.3,24.5,4.46,0.251,0.644
231,8,19,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,38.2,24.7,31.5,24.5,3.90,0.422,0.648
232,8,20,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,39.6,27.1,33.4,24.5,2.84,0.661,0.653
233,8,21,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,39.6,27.1,33.4,24.5,2.30,0.228,0.658
234,8,22,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,39.6,27.1,33.4,24.5,3.47,0.466,0.663
235,8,23,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.2,24.7,29.0,24.5,4.73,0.287,0.667
236,8,24,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.2,22.7,27.9,24.5,4.42,0.486,0.670
237,8,25,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.2,22.6,27.9,24.5,4.08,0.574,0.674
238,8,26,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,34.6,24.6,29.6,24.5,2.76,0.666,0.679
239,8,27,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.4,22.6,29.5,24.5,3.72,0.207,0.683
240,8,28,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,37.8,22.8,30.3,24.5,0.463,0.433,0.687
241,8,29,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.7,24.5,27.1,24.5,1.56,0.958,0.691
242,8,30,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,34.9,22.6,28.7,24.5,1.95,0.396,0.695
243,8,31,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.6,23.2,28.4,24.5,3.54,0.590,0.699
244,9,1,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.6,16.3,19.5,20.6,3.32,0.990,0.701
245,9,2,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,31.2,16.3,23.8,20.6,1.78,0.501,0.705
246,9,3,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.2,16.3,22.3,20.6,1.86,0.484,0.708
247,9,4,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.8,19.7,24.3,20.6,3.79,0.334,0.711
248,9,5,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,32.6,20.4,26.5,20.6,3.41,0.679,0.715
249,9,6,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.7,22.3,28.0,20.6,2.82,0.425,0.719
250,9,7,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,35.3,16.3,25.8,20.6,2.75,0.334,0.723
251,9,8,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.5,19.1,27.8,20.6,2.29,0.453,0.726
252,9,9,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.6,20.2,26.9,20.6,2.14,0.600,0.730
253,9,10,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.1,23.8,29.9,20.6,4.49,0.486,0.734
254,9,11,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.5,24.6,30.6,20.6,0.634,0.367,0.739
255,9,12,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,30.3,24.4,27.4,20.6,3.20,0.909,0.743
256,9,13,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,30.5,20.5,25.5,20.6,5.80,0.405,0.746
257,9,14,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.9,22.2,28.0,20.6,2.69,0.531,0.750
258,9,15,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.5,21.3,28.9,20.6,4.51,0.354,0.754
259,9,16,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.5,24.6,30.6,20.6,4.35,0.697,0.758
260,9,17,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,30.3,24.6,27.5,20.6,2.39,0.990,0.762
261,9,18,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,35.9,23.0,29.5,20.6,2.61,0.316,0.766
262,9,19,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.5,24.6,30.6,20.6,3.77,0.533,0.771
263,9,20,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,34.1,22.9,28.5,20.6,4.50,0.451,0.775
264,9,21,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.9,19.2,24.1,20.6,2.43,0.467,0.778
265,9,22,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.2,16.3,22.3,20.6,1.41,0.611,0.781
266,9,23,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.2,16.3,22.3,20.6,2.16,0.397,0.784
267,9,24,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.5,16.3,20.9,20.6,3.98,0.748,0.787
268,9,25,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.5,20.4,24.9,20.6,3.39,0.490,0.791
269,9,26,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.2,19.6,23.9,20.6,3.12,0.577,0.794
270,9,27,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.2,18.2,23.2,20.6,6.10,0.469,0.797
271,9,28,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,32.9,23.0,28.0,20.6,3.46,0.618,0.801
272,9,29,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.2,21.4,27.3,20.6,2.62,0.627,0.805
273,9,30,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,33.7,19.1,26.4,20.6,3.00,0.568,0.809
274,10,1,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.9,11.4,20.6,16.6,4.40,0.393,0.812
275,10,2,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,14.4,18.2,16.6,3.74,0.612,0.814
276,10,3,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,13.8,17.9,16.6,3.05,0.990,0.817
277,10,4,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.9,15.3,19.1,16.6,3.68,0.321,0.819
278,10,5,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.2,14.2,19.2,16.6,2.85,0.491,0.822
279,10,6,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.7,15.3,19.5,16.6,3.49,0.990,0.825
280,10,7,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,30.3,19.3,24.8,16.6,2.28,0.409,0.828
281,10,8,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.8,9.66,13.7,16.6,0.889,0.867,0.830
282,10,9,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.8,15.6,20.7,16.6,2.93,0.292,0.833
283,10,10,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.2,15.4,18.8,16.6,4.32,0.990,0.836
284,10,11,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.1,13.1,20.6,16.6,2.53,0.419,0.839
285,10,12,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,32.0,13.9,22.9,16.6,2.91,0.672,0.842
286,10,13,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.3,16.0,21.2,16.6,3.31,0.852,0.845
287,10,14,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.3,15.0,18.6,16.6,4.71,0.462,0.847
288,10,15,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.8,19.3,20.1,16.6,4.96,0.944,0.850
289,10,16,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.7,10.7,18.7,16.6,4.21,0.520,0.853
290,10,17,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.2,9.66,18.4,16.6,1.38,0.433,0.855
291,10,18,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.7,13.7,18.2,16.6,2.82,0.990,0.858
292,10,19,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,10.7,16.4,16.6,4.04,0.422,0.860
293,10,20,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.9,11.7,20.3,16.6,4.13,0.505,0.863
294,10,21,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,9.66,15.8,16.6,3.30,0.457,0.865
295,10,22,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,9.66,15.8,16.6,3.71,0.511,0.868
296,10,23,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.4,9.66,16.5,16.6,5.62,0.285,0.870
297,10,24,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.0,16.3,21.6,16.6,3.27,0.315,0.873
298,10,25,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.5,14.0,20.2,16.6,3.08,0.300,0.876
299,10,26,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.7,15.6,21.2,16.6,3.70,0.427,0.879
300,10,27,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.3,17.4,23.4,16.6,3.74,0.544,0.882
301,10,28,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.6,17.0,20.8,16.6,4.14,0.990,0.885
302,10,29,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.6,11.9,20.2,16.6,3.07,0.302,0.888
303,10,30,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,32.0,19.2,25.6,16.6,1.57,0.435,0.891
304,10,31,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.5,17.6,23.1,16.6,4.21,0.587,0.895
305,11,1,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.3,7.12,12.2,12.5,4.45,0.489,0.896
306,11,2,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.0,9.10,13.6,12.5,4.25,0.305,0.898
307,11,3,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,9.68,18.0,12.5,3.38,0.431,0.901
308,11,4,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,23.2,7.06,15.1,12.5,4.71,0.250,0.903
309,11,5,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.6,11.3,18.4,12.5,2.11,0.526,0.905
310,11,6,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.91,7.65,8.28,12.5,3.55,0.908,0.907
311,11,7,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.6,3.06,8.84,12.5,3.53,0.990,0.908
312,11,8,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.9,7.67,14.3,12.5,2.16,0.990,0.910
313,11,9,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.6,6.00,14.3,12.5,3.25,0.296,0.912
314,11,10,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.7,11.0,15.9,12.5,4.82,0.349,0.914
315,11,11,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.4,7.88,11.1,12.5,4.85,0.306,0.916
316,11,12,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.1,13.0,13.5,12.5,2.75,0.990,0.917
317,11,13,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,13.7,20.0,12.5,5.11,0.233,0.920
318,11,14,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.2,13.9,16.6,12.5,3.49,0.923,0.923
319,11,15,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.3,13.9,18.1,12.5,2.12,0.270,0.925
320,11,16,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.1,9.26,14.7,12.5,2.05,0.555,0.927
321,11,17,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.4,11.8,18.1,12.5,2.73,0.265,0.930
322,11,18,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.3,13.9,15.6,12.5,3.24,0.990,0.932
323,11,19,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.2,4.06,14.6,12.5,5.43,0.197,0.934
324,11,20,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,22.0,3.06,12.5,12.5,3.88,0.428,0.936
325,11,21,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.0,8.67,17.3,12.5,2.32,0.239,0.938
326,11,22,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,24.1,7.37,15.7,12.5,2.64,0.438,0.940
327,11,23,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.5,12.1,15.3,12.5,3.35,0.855,0.943
328,11,24,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.6,13.9,16.8,12.5,3.26,0.397,0.945
329,11,25,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19.8,13.9,16.9,12.5,3.68,0.945,0.947
330,11,26,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.4,8.12,17.2,12.5,2.50,0.118,0.950
331,11,27,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.6,9.90,17.8,12.5,3.12,0.263,0.952
332,11,28,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.0,6.54,13.3,12.5,1.63,0.175,0.954
333,11,29,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.4,4.10,9.25,12.5,4.23,0.400,0.955
334,11,30,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,14.4,3.06,8.73,12.5,2.79,0.402,0.957
335,12,1,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.3,-2.00,7.66,10.0,6.08,0.404,0.958
336,12,2,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.55,-2.00,3.27,10.0,2.39,0.331,0.958
337,12,3,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.55,1.44,4.99,10.0,3.95,0.576,0.959
338,12,4,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.55,7.01,7.78,10.0,3.84,0.216,0.960
339,12,5,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16.4,-1.83,7.30,10.0,5.66,0.395,0.961
340,12,6,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.4,-2.00,5.71,10.0,3.81,0.424,0.962
341,12,7,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.70,-2.00,2.85,10.0,2.32,0.738,0.962
342,12,8,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.3,5.63,10.5,10.0,5.26,0.475,0.964
343,12,9,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.3,5.09,8.21,10.0,2.85,0.990,0.965
344,12,10,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,21.7,5.08,13.4,10.0,4.51,0.289,0.967
345,12,11,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.55,5.24,6.90,10.0,3.40,0.553,0.968
346,12,12,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.55,6.84,7.69,10.0,5.37,0.199,0.969
347,12,13,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.7,9.32,12.5,10.0,1.89,0.434,0.970
348,12,14,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.7,4.01,10.8,10.0,0.869,0.312,0.972
349,12,15,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,17.1,0.357,8.73,10.0,1.56,0.558,0.973
350,12,16,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.3,5.49,8.92,10.0,2.55,0.580,0.974
351,12,17,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.99,7.19,8.09,10.0,3.42,0.245,0.975
352,12,18,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.22,2.58,2.90,10.0,5.15,0.990,0.976
353,12,19,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,13.1,2.41,7.78,10.0,4.25,0.586,0.977
354,12,20,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.55,1.27,4.91,10.0,1.37,0.387,0.978
355,12,21,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.99,-2.00,4.00,10.0,2.55,0.660,0.978
356,12,22,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.7,-2.00,5.37,10.0,3.20,0.580,0.979
357,12,23,1997,1,1,bench           ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,18.2,-1.86,8.19,10.0,6.84,0.503,0.980
