 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,         flo_in ,         aqu_in ,        flo_out ,          peakr,         sed_in,        sed_out,         washld,          bedld,            dep,        deg_btm,       deg_bank,         hc_sed,          width,          depth,          slope,        deg_btm,       deg_bank,         hc_len,      flo_in_mm ,      aqu_in_mm ,     flo_out_mm 
      ,      ,      ,      ,        ,        ,                ,          m^3/s ,          m^3/s ,          m^3/s ,          m^3/s,           tons,           tons,           tons,           tons,           tons,           tons,           tons,           tons,              m,              m,            m/m,              m,              m,              m,             mm ,             mm ,             mm 
295,10,22,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
296,10,23,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
297,10,24,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
298,10,25,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
299,10,26,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
300,10,27,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
301,10,28,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
302,10,29,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
303,10,30,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
304,10,31,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
305,11,1,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
306,11,2,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
307,11,3,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
308,11,4,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
309,11,5,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
310,11,6,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.22,0.169E-1,0.00,0.00,0.00,0.00,0.00,0.00
311,11,7,1997,1,1,Gully_hru1      ,0.310E-2,0.00,0.308E-2,0.991E-1,1.23,62.1,0.982,0.00,0.00,36.0,2.69,22.4,8.62,5.23,0.169E-1,0.975,0.107,0.416,3.13,0.00,3.12
312,11,8,1997,1,1,Gully_hru1      ,0.453E-3,0.00,0.459E-3,0.145E-1,0.142,20.6,0.114,0.00,0.00,20.4,0.00,0.00,8.62,5.23,0.168E-1,0.554,0.00,0.00,0.458,0.00,0.464
313,11,9,1997,1,1,Gully_hru1      ,0.00,0.00,0.616E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.23,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.622E-2
314,11,10,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.23,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.00
315,11,11,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.23,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.00
316,11,12,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.23,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.00
317,11,13,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.23,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.00
318,11,14,1997,1,1,Gully_hru1      ,0.205E-2,0.00,0.204E-2,0.657E-1,0.775,39.1,0.620,0.00,0.00,35.9,2.65,0.00,8.62,5.24,0.168E-1,0.971,0.104,0.00,2.08,0.00,2.06
319,11,15,1997,1,1,Gully_hru1      ,0.00,0.00,0.124E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.24,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.126E-1
320,11,16,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.24,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.00
321,11,17,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.24,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.00
322,11,18,1997,1,1,Gully_hru1      ,0.246E-2,0.00,0.245E-2,0.786E-1,0.947,39.1,0.758,0.00,0.00,35.8,2.61,0.00,8.62,5.25,0.168E-1,0.969,0.103,0.00,2.48,0.00,2.47
323,11,19,1997,1,1,Gully_hru1      ,0.00,0.00,0.124E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.25,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.126E-1
324,11,20,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.25,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.00
325,11,21,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.25,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.00
326,11,22,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.25,0.168E-1,0.00,0.00,0.00,0.00,0.00,0.00
327,11,23,1997,1,1,Gully_hru1      ,0.151E-3,0.00,0.148E-3,0.484E-2,0.417E-1,12.1,0.333E-1,0.00,0.00,12.1,0.00,0.00,8.62,5.26,0.167E-1,0.327,0.00,0.00,0.153,0.00,0.150
328,11,24,1997,1,1,Gully_hru1      ,0.00,0.00,0.306E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.309E-2
329,11,25,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
330,11,26,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
331,11,27,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
332,11,28,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
333,11,29,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
334,11,30,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
335,12,1,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
336,12,2,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
337,12,3,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
338,12,4,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
339,12,5,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
340,12,6,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
341,12,7,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
342,12,8,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,5.26,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
343,12,9,1997,1,1,Gully_hru1      ,0.619E-2,0.00,0.618E-2,0.198,2.67,94.2,2.13,0.00,0.00,51.3,8.83,32.0,8.63,5.27,0.167E-1,1.39,0.346,0.588,6.26,0.00,6.24
344,12,10,1997,1,1,Gully_hru1      ,0.00,0.00,0.187E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.27,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.189E-1
345,12,11,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.27,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
346,12,12,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.27,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
347,12,13,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.27,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
348,12,14,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.27,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
349,12,15,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.27,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
350,12,16,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.27,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
351,12,17,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.27,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
352,12,18,1997,1,1,Gully_hru1      ,0.729E-3,0.00,0.723E-3,0.233E-1,0.243,20.4,0.194,0.00,0.00,20.2,0.00,0.00,8.63,5.28,0.167E-1,0.548,0.00,0.00,0.737,0.00,0.731
353,12,19,1997,1,1,Gully_hru1      ,0.00,0.00,0.620E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.28,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.626E-2
354,12,20,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.28,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
355,12,21,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.28,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
356,12,22,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.28,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
357,12,23,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.28,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
358,12,24,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.28,0.167E-1,0.00,0.00,0.00,0.00,0.00,0.00
359,12,25,1997,1,1,Gully_hru1      ,0.121E-2,0.00,0.120E-2,0.386E-1,0.427,28.5,0.342,0.00,0.00,27.9,0.199,0.00,8.63,5.28,0.166E-1,0.756,0.778E-2,0.00,1.22,0.00,1.21
360,12,26,1997,1,1,Gully_hru1      ,0.00,0.00,0.931E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.28,0.166E-1,0.00,0.00,0.00,0.00,0.00,0.940E-2
361,12,27,1997,1,1,Gully_hru1      ,0.436E-2,0.00,0.435E-2,0.140,1.80,77.6,1.44,0.00,0.00,43.7,5.46,27.0,8.63,5.30,0.166E-1,1.18,0.213,0.493,4.41,0.00,4.39
362,12,28,1997,1,1,Gully_hru1      ,0.00,0.00,0.156E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.30,0.166E-1,0.00,0.00,0.00,0.00,0.00,0.158E-1
363,12,29,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.30,0.166E-1,0.00,0.00,0.00,0.00,0.00,0.00
364,12,30,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.30,0.166E-1,0.00,0.00,0.00,0.00,0.00,0.00
365,12,31,1997,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,5.30,0.166E-1,0.00,0.00,0.00,0.00,0.00,0.00
