 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,         flo_in ,         aqu_in ,        flo_out ,          peakr,         sed_in,        sed_out,         washld,          bedld,            dep,        deg_btm,       deg_bank,         hc_sed,          width,          depth,          slope,        deg_btm,       deg_bank,         hc_len,      flo_in_mm ,      aqu_in_mm ,     flo_out_mm 
      ,      ,      ,      ,        ,        ,                ,          m^3/s ,          m^3/s ,          m^3/s ,          m^3/s,           tons,           tons,           tons,           tons,           tons,           tons,           tons,           tons,              m,              m,            m/m,              m,              m,              m,             mm ,             mm ,             mm 
122,5,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
123,5,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
124,5,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
125,5,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
126,5,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
127,5,6,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
128,5,7,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
129,5,8,1996,1,1,Gully_hru1      ,0.528E-3,0.00,0.522E-3,0.169E-1,0.169,26.6,0.135,0.00,0.00,26.4,0.00,0.00,8.41,3.98,0.223E-1,0.733,0.00,0.00,0.533,0.00,0.527
130,5,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.602E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.609E-2
131,5,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
132,5,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
133,5,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
134,5,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
135,5,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
136,5,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
137,5,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.98,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
138,5,17,1996,1,1,Gully_hru1      ,0.109E-2,0.00,0.109E-2,0.350E-1,0.383,26.7,0.306,0.00,0.00,26.4,0.00,0.00,8.41,3.99,0.223E-1,0.732,0.00,0.00,1.11,0.00,1.10
139,5,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.606E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.612E-2
140,5,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
141,5,20,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
142,5,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
143,5,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
144,5,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
145,5,24,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
146,5,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
147,5,26,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
148,5,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
149,5,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
150,5,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
151,5,30,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
152,5,31,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
153,6,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
154,6,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
155,6,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
156,6,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
157,6,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,3.99,0.223E-1,0.00,0.00,0.00,0.00,0.00,0.00
158,6,6,1996,1,1,Gully_hru1      ,0.258E-2,0.00,0.257E-2,0.826E-1,1.00,52.6,0.801,0.00,0.00,46.3,5.56,0.00,8.42,4.01,0.222E-1,1.28,0.287,0.00,2.61,0.00,2.60
159,6,7,1996,1,1,Gully_hru1      ,0.106E-2,0.00,0.107E-2,0.341E-1,0.371,26.6,0.297,0.00,0.00,26.3,0.00,0.00,8.42,4.01,0.222E-1,0.730,0.00,0.00,1.08,0.00,1.08
160,6,8,1996,1,1,Gully_hru1      ,0.585E-6,0.00,0.615E-5,0.187E-4,0.829E-4,15.6,0.663E-4,0.00,0.00,15.6,0.00,0.00,8.42,4.02,0.222E-1,0.433,0.00,0.00,0.591E-3,0.00,0.622E-2
161,6,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.491E-6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.02,0.222E-1,0.00,0.00,0.00,0.00,0.00,0.496E-3
162,6,10,1996,1,1,Gully_hru1      ,0.147E-2,0.00,0.146E-2,0.471E-1,0.533,39.0,0.427,0.00,0.00,36.2,2.34,0.00,8.42,4.03,0.221E-1,1.01,0.120,0.00,1.49,0.00,1.48
163,6,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.909E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.03,0.221E-1,0.00,0.00,0.00,0.00,0.00,0.919E-2
164,6,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.03,0.221E-1,0.00,0.00,0.00,0.00,0.00,0.00
165,6,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.03,0.221E-1,0.00,0.00,0.00,0.00,0.00,0.00
166,6,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.03,0.221E-1,0.00,0.00,0.00,0.00,0.00,0.00
167,6,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.03,0.221E-1,0.00,0.00,0.00,0.00,0.00,0.00
168,6,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.03,0.221E-1,0.00,0.00,0.00,0.00,0.00,0.00
169,6,17,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.03,0.221E-1,0.00,0.00,0.00,0.00,0.00,0.00
170,6,18,1996,1,1,Gully_hru1      ,0.594E-2,0.00,0.593E-2,0.190,2.55,104.,2.04,0.00,0.00,66.1,12.5,23.4,8.42,4.05,0.220E-1,1.83,0.640,0.576,6.01,0.00,5.99
171,6,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.183E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,4.05,0.220E-1,0.00,0.00,0.00,0.00,0.00,0.185E-1
172,6,20,1996,1,1,Gully_hru1      ,0.305E-2,0.00,0.303E-2,0.975E-1,1.20,69.1,0.964,0.00,0.00,45.8,5.48,16.9,8.43,4.06,0.220E-1,1.27,0.279,0.412,3.08,0.00,3.07
173,6,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.122E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.06,0.220E-1,0.00,0.00,0.00,0.00,0.00,0.123E-1
174,6,22,1996,1,1,Gully_hru1      ,0.285E-3,0.00,0.282E-3,0.914E-2,0.850E-1,15.5,0.680E-1,0.00,0.00,15.5,0.00,0.00,8.43,4.06,0.220E-1,0.429,0.00,0.00,0.288,0.00,0.285
175,6,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.302E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.06,0.220E-1,0.00,0.00,0.00,0.00,0.00,0.305E-2
176,6,24,1996,1,1,Gully_hru1      ,0.166E-3,0.00,0.163E-3,0.532E-2,0.464E-1,15.5,0.371E-1,0.00,0.00,15.5,0.00,0.00,8.43,4.07,0.219E-1,0.428,0.00,0.00,0.168,0.00,0.165
177,6,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.299E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.303E-2
178,6,26,1996,1,1,Gully_hru1      ,0.118E-3,0.00,0.115E-3,0.378E-2,0.316E-1,15.5,0.253E-1,0.00,0.00,15.4,0.00,0.00,8.43,4.07,0.219E-1,0.428,0.00,0.00,0.119,0.00,0.116
179,6,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.297E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.300E-2
180,6,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
181,6,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
182,6,30,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
183,7,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
184,7,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
185,7,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
186,7,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
187,7,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
188,7,6,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
189,7,7,1996,1,1,Gully_hru1      ,0.807E-5,0.00,0.586E-5,0.258E-3,0.157E-2,15.4,0.125E-2,0.00,0.00,15.4,0.00,0.00,8.43,4.07,0.219E-1,0.428,0.00,0.00,0.815E-2,0.00,0.592E-2
190,7,8,1996,1,1,Gully_hru1      ,0.00,0.00,0.221E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.224E-2
191,7,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
192,7,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
193,7,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
194,7,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
195,7,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
196,7,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.07,0.219E-1,0.00,0.00,0.00,0.00,0.00,0.00
197,7,15,1996,1,1,Gully_hru1      ,0.354E-2,0.00,0.353E-2,0.113,1.43,70.5,1.14,0.00,0.00,45.6,5.43,18.3,8.43,4.09,0.218E-1,1.26,0.275,0.445,3.58,0.00,3.56
198,7,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.122E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.123E-1
199,7,17,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
200,7,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
201,7,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
202,7,20,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
203,7,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
204,7,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
205,7,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
206,7,24,1996,1,1,Gully_hru1      ,0.112E-2,0.00,0.111E-2,0.359E-1,0.393,26.2,0.315,0.00,0.00,25.9,0.00,0.00,8.43,4.09,0.218E-1,0.718,0.00,0.00,1.13,0.00,1.13
207,7,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.607E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.614E-2
208,7,26,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
209,7,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
210,7,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
211,7,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
212,7,30,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
213,7,31,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
214,8,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
215,8,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
216,8,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
217,8,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
218,8,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
219,8,6,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.09,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
220,8,7,1996,1,1,Gully_hru1      ,0.173E-2,0.00,0.172E-2,0.554E-1,0.640,38.5,0.512,0.00,0.00,35.7,2.25,0.00,8.43,4.10,0.218E-1,0.990,0.113,0.00,1.75,0.00,1.74
221,8,8,1996,1,1,Gully_hru1      ,0.00,0.00,0.911E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.921E-2
222,8,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
223,8,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
224,8,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
225,8,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
226,8,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
227,8,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
228,8,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
229,8,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
230,8,17,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
231,8,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
232,8,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.10,0.218E-1,0.00,0.00,0.00,0.00,0.00,0.00
233,8,20,1996,1,1,Gully_hru1      ,0.183E-2,0.00,0.182E-2,0.585E-1,0.680,38.4,0.544,0.00,0.00,35.7,2.23,0.00,8.43,4.11,0.217E-1,0.988,0.112,0.00,1.85,0.00,1.84
234,8,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.912E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.11,0.217E-1,0.00,0.00,0.00,0.00,0.00,0.921E-2
235,8,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.11,0.217E-1,0.00,0.00,0.00,0.00,0.00,0.00
236,8,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.11,0.217E-1,0.00,0.00,0.00,0.00,0.00,0.00
237,8,24,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.11,0.217E-1,0.00,0.00,0.00,0.00,0.00,0.00
238,8,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.11,0.217E-1,0.00,0.00,0.00,0.00,0.00,0.00
239,8,26,1996,1,1,Gully_hru1      ,0.783E-3,0.00,0.777E-3,0.251E-1,0.263,26.0,0.210,0.00,0.00,25.8,0.00,0.00,8.43,4.12,0.217E-1,0.714,0.00,0.00,0.791,0.00,0.785
240,8,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.606E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.12,0.217E-1,0.00,0.00,0.00,0.00,0.00,0.612E-2
241,8,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.12,0.217E-1,0.00,0.00,0.00,0.00,0.00,0.00
242,8,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.12,0.217E-1,0.00,0.00,0.00,0.00,0.00,0.00
